xxfbsj,tqsk,tqyb
20240216,昨天我市大部阴天到多云，西部有短时小雨；东部平原、沿江河谷和高海拔地区出现5～7级阵风，极大风速18.9m/s（9级，15日09时15分，长阳火烧坪站）；最高气温14～16℃；最低气温2～4℃。,16日多云到晴，4～15℃；17日晴到多云，6～17℃；18日多云转阵雨或雷阵雨，10～22℃。宜昌市气象台发布
20240217,昨天我市大部晴天，最高气温16～19℃；最低气温2～4℃。,17日晴转多云，5～18℃；18日多云转阵雨，11～24℃；19日阴天有阵雨，局部中雨，6～15℃。宜昌市气象台发布
20240218,昨天我市晴天；最高气温中东部17～19℃，西部20～22℃；最低气温3～5℃。,18日多云转阵雨，10～23℃；19日北部小到中雨，南部中雨，6～14℃；20日中雨转冻雨或冰粒，0～6℃。宜昌市气象台发布
20240219,"昨天白天我市晴到多云，夜间西南部出现短时阵雨,东部平原及高海拔地区出现5-8级偏北风；最高气温24～28℃；最低气温8～12℃。",19日阴天转阵雨，局部中雨，偏北风3-4级，有浮尘，5～14℃；20日大部小到中雨，局部大雨，夜间大部转冻雨，高海拔地区有雨夹雪，0～5℃；21日白天阴天有冻雨或冰粒，夜间转雨夹雪或小到中雪，南部局部大雪，-2～1℃。宜昌市气象台发布
20240220,昨天我市阴天有分散性小雨，东部平原、沿江河谷及高海拔地区出现5-8级偏北风；最高气温14～16℃；最低气温4～8℃。,20日白天阴天有小到中雨，夜间大部转冻雨或冰粒，北部山区有雨夹雪或雪，-1～4℃；21日白天大部阴天有冻雨或冰粒，夜间转中雪，局部大雪，-2～1℃；22日阴天有小雪，-3～0℃。宜昌市气象台发布
20240221,昨天白天我市大部阴天有小雨，宜都中雨；夜间出现小到中雨、冰粒、冻雨、雪，并伴有雷电和小冰雹，半高山以上有明显积雪。东部平原、沿江河谷及高海拔地区出现5～8级偏北阵风。据国家气象站监测显示，20日08时至21日08时总雨雪量宜昌城区、长阳、秭归、远安和夷陵区为3～7毫米，兴山、五峰、当阳、枝江为13～18毫米，宜都为44毫米；兴山有4厘米积雪，宜都、五峰为1厘米。,21日白天阴天有短时冰粒或雨夹雪，夜间北部小到中雪，南部中到大雪，局部暴雪，-3～1℃；22-23日阴天有小雪，局部中雪，-3～1℃。宜昌市气象台发布
20240222,昨天傍晚到夜间我市大部出现冰粒、霰、雪，南部大到暴雪，北部中到大雪，大部有雷电和积雪。东部平原、沿江河谷及高海拔地区出现5～8级偏北阵风。据国家气象站监测显示，21日08时至22日08时总雨雪量五峰、宜都、枝江10～17毫米，宜昌城区、长阳、秭归、当阳、远安和夷陵区为5～9毫米，兴山0.9毫米。,22-23日阴天有小雪，局部中雪，-3～1℃；24日阴天有间断小雪，-2～1℃。宜昌市气象台发布
20240223,昨天我市大部阴天有小雪，局部中雪。最高气温0～3℃；最低气温-4～-1℃。,23日阴天有间断小雪，-2～2℃；24日小雪转阴天，-2～2℃；25日白天阴天，夜间转雨夹雪，山区转小雪，0～5℃。宜昌市气象台发布
20240224,昨天白天我市大部阴天，夜间有零星或短时小雪。最高气温0～2℃；最低气温-3～0℃。,24日阴天，局部有零星小雪，-2～2℃；25日白天阴天，夜间转小雨或雨夹雪，半高山以上转小到中雪，0～5℃；26日阴天，1～6℃。宜昌市气象台发布
20240225,昨天我市北部阴天到多云，南部阴天有短时或零星小雪（以霰或冰粒为主）。最高气温0～4℃，兴山7℃；最低气温-3～0℃。,25日白天多云，夜间转小雨或雨夹雪，半高山以上地区有小雪，-1～7℃；26日阴天到多云，1～7℃；27日多云到阴天，夜间有小雨，1～7℃。宜昌市气象台发布
20240226,昨天我市多云，夜间阴天为主，局部有零星小雨雪。最高气温北部7～10℃，南部4～6℃；最低气温-2～0℃。,26日阴天转多云，0～7℃；27日多云转小雨，半高山以上地区有雨夹雪，1～9℃；28日阴天有小雨，半高山以上地区小到中雪，局部大雪，2～7℃。宜昌市气象台发布
20240227,昨天我市阴天转多云；最高气温7～10℃，最低气温大部-2～1℃，兴山3℃。,27日多云到晴，1～10℃；28日阴天有小雨，半高山以上地区小到中雪，局部大雪，2～9℃；29日小雨转阴天，3～9℃。宜昌市气象台发布
20240228,昨天我市多云间晴；最高气温9～12℃，最低气温大部0～2℃，兴山4℃。,28日阴天转小雨，高海拔山区有雨夹雪或雪，3～9℃；29日阴天到多云，局部有小雨，3～11℃；3月1日多云间晴，2～11℃。宜昌市气象台发布
20240229,昨天我市阴天，局部零星小雨；最高气温9～11℃，最低气温大部3～4℃。,29日多云到阴天，夜间局部有短时小雨，西部高山地区有雨夹雪或小雪，3～10℃；3月1日阴天转多云，2～11℃；3月2日多云到晴，2～14℃。宜昌市气象台发布
20240301,昨天白天我市阴天到多云，夜间西部和南部有短时小雨、高山小雪；最高气温10～12℃，最低气温大部3～5℃。,3月1日白天阴天，部分地区有短时小雨，高山地区有雨夹雪或小雪，夜间多云，2～9℃；2-3日多云到晴，早晨部分地方有雾，2～14℃。宜昌市气台发布
20240302,昨天我市短时小雨雪转阴天；最高气温8～10℃，最低气温1～3℃。,2日晴到多云，2～13℃；3日多云到晴，早晨部分地方有雾，4～14℃；4日多云转小雨，南部局部中雨，早晨部分地方有雾，夜间东部平原、沿江河谷和高海拔地区有5-7级阵风，7～15℃。宜昌市气台发布
20240303,昨天我市晴天到多云；最高气温大部14～17℃，最低气温2～4℃。,3日晴转多云，4～15℃；4日多云转小雨，局部中雨，8～14℃；5日阴天有小雨，8～13℃；4日夜间-5日东部平原、沿江河谷和高海拔地区有5-7级阵风。宜昌市气台发布
20240304,昨天我市大部多云到阴天；最高气温10～11℃，最低气温2～5℃。,4日阴天转小雨，7～11℃；5日阴天有小雨，7～11℃；6日阴天，西部有短时小雨，8～13℃。4日夜间-5日东部平原、沿江河谷和高海拔地区有5-7级阵风。宜昌市气台发布
20240305,昨天白天我市大部阴天，夜间西部有小雨；最高气温10～13℃，最低气温6～8℃。,5日阴天有分散性间断小雨，东部平原、沿江河谷和高海拔地区有4-6级阵风，8～12℃；6日阴天，局部有短时小雨，7～13℃；7日阴天到多云，6～14℃。宜昌市气台发布
20240306,昨天我市阴天有零星小雨，东部平原、沿江河谷和高海拔地区有5～7级阵风；最高气温12～16℃，最低气温7～9℃。,6日阴天，局部有短时小雨，7～13℃；7-8日阴天到多云，5～16℃。宜昌市气台发布
20240307,昨天我市阴天，夜间局部有短时小雨；最高气温13～15℃，最低气温7～9℃。,7日阴天到多云，白天局部有短时小雨，6～15℃；8日多云转阴天，夜间局部有短时小雨，6～16℃；9日阴天到多云，7～17℃。宜昌市气台发布
20240308,昨天我市阴天转多云，白天西部有短时小雨；最高气温16～18℃，最低气温5～7℃。,8日阴天，夜间局部有短时小雨，6～15℃；9日阴天到多云，7～16℃；10日多云转阴天，局部有短时小雨，7～14℃。宜昌市气象台发布
20240309,昨天我市阴天间多云，夜间西部有短时小雨；最高气温14～17℃；最低气温6～8℃。,9日多云到阴天，8～16℃；10日阴天转多云，局部有短时小雨，7～15℃；11日多云到晴，早上部分地区有雾，7～23℃。宜昌市气象台发布
20240310,昨天我市阴天转多云；最高气温15～17℃；最低气温3～6℃。,10日多云间晴，局部有短时小雨，6～16℃；11日晴天，7～23℃；12日晴转多云，夜间西部有短时小雨，8～20℃；11-12日东部平原、沿江河谷及高海拔地区风力有所加大。宜昌市气象台发布
20240311,昨天我市多云间晴；最高气温15～18℃；最低气温4～6℃。,11日晴天，8～23℃；12日多云到晴，夜间西部有短时小雨，9～21℃；13日短时小雨转多云，9～15℃；11-12日东部平原、沿江河谷及高海拔地区风力有所加大。宜昌市气象台发布
20240312,昨天我市晴天；最高气温23～26℃；最低气温6～9℃。,12日白天晴转多云，夜间多云转小雨，8～22℃；13日短时小雨转多云，8～15℃；14日多云到阴天，9～20℃。宜昌市气象台发布
20240313,昨天我市白天多云，夜间大部有短时小雨；最高气温21～23℃；最低气温8～11℃。,13日短时小雨转阴天，9～15℃；14日多云到阴天，9～19℃；15日小雨转阴天，10～14℃。宜昌市气象台发布
20240314,昨天我市短时小雨转多云；最高气温15～17℃；最低气温6～8℃。,14日多云，9～21℃；15日阴天有分散性小雨，11～15℃；16日阴天间多云，13～20℃。宜昌市气象台发布
20240315,昨天我市大部晴转多云；最高气温20～24℃；最低气温6～9℃。,15日阴天到多云，局部有短时小雨，11～16℃；16日多云转小雨，11～21℃；17日阴天有小雨，南部局部中雨，东部平原、沿江河谷及高海拔地区有5～7级阵风，10～16℃。宜昌市气象台发布
20240316,昨天我市大部阴天，局部有短时小雨；最高气温大部15～18℃，兴山20℃；最低气温10～13℃。,16日多云转小雨，12～21℃；17日阴天有小雨，局部中雨，10～17℃；18日短时小雨转多云，7～13℃。17-18日东部平原、沿江河谷及高海拔地区有5～7级阵风。宜昌市气象台发布
20240317,昨天白天我市多云，夜间转小雨，兴山局部中雨；最高气温20～23℃；最低气温10～14℃。,17日阴天有小雨，局部中雨，9～15℃；18日小雨转多云，8～13℃；19日晴到多云，8～22℃。17-18日东部平原、沿江河谷及高海拔地区有5～7级阵风。宜昌市气象台发布
20240318,昨天我市阴天有小到中雨，长阳局部大雨；东部平原、沿江河谷及高海拔地区有6～8级阵风；最高气温14～17℃；最低气温7～9℃。,18日小雨转多云，8～13℃；19日晴天，8～21℃；20日多云，10～23℃。宜昌市气象台发布
20240319,昨天我市小雨转多云；东部平原、沿江河谷及高海拔地区有6～8级阵风；最高气温大部11～14℃，兴山、远安16～17℃；最低气温5～7℃。,19-20日北部多云到晴，南部阴天到多云，9～22℃；21日多云，局部短时阵雨，11～23℃。宜昌市气象台发布
20240320,昨天我市大部多云到晴；东部平原、沿江河谷及高海拔地区有4～6级阵风；最高气温大部20～23℃；最低气温7～9℃。,20-21日北部晴到多云，南部阴天到多云，局部有短时阵雨，9～24℃；22日多云转阵雨或雷阵雨，12～26℃。宜昌市气象台发布
20240321,昨天我市大部多云到晴，局部有阵雨；最高气温22～24℃；最低气温7～9℃。,21日多云到晴，9～24℃；22日白天多云到晴，夜间有分散性阵雨或雷阵雨，11～26℃；23日多云有分散性阵雨或雷阵雨，15～26℃。宜昌市气象台发布
20240322,昨天我市大部多云到晴；最高气温23～28℃；最低气温9～10℃。,22日白天多云到晴，夜间有分散性阵雨或雷阵雨，10～26℃；23日多云有阵雨或雷阵雨，局部雨量中等，15～26℃；24日多云转中到大雨、局部暴雨，并伴有雷电、大风、短时强降水等，10～19℃。宜昌市气象台发布
20240323,昨天我市白天晴到多云，夜间转分散性雷阵雨，兴山局部中雨；最高气温23～25℃、五峰27℃、兴山30℃；最低气温10～13℃。,23日阴天，有分散性雷阵雨，局部雨量中等，15～24℃；24日阵雨转中到大雨、局部暴雨，并伴有雷暴大风、短时强降水、冰雹等强对流天气，10～18℃；25日小到中雨转多云，8～13℃。24-25日东部平原、沿江河谷和高海拔地区有偏北风4～5级，阵风6～8级。宜昌市气象台发布
20240324,昨天我市多云有阵雨，伴有雷电、短时强降水等对流性天气，五峰、长阳、宜都部分地区中雨，局部大雨；最高气温23～26℃；最低气温13～15℃。,24日白天阴天有阵雨，夜间北部中到大雨，南部大雨、局部暴雨，并伴有雷暴大风、短时强降水、冰雹等强对流天气，10～16℃；25日小雨转多云，8～13℃；26日多云转小雨，早上部分地区有雾，8～20℃。24-25日东部平原、沿江河谷和高海拔地区有6～8级偏北阵风。宜昌市气象台发布
20240325,昨天白天我市阴天有阵雨或雷阵雨，夜间北部出现中到大雨，局部暴雨，南部大到暴雨，长阳南部、宜都南部、五峰中西部暴雨到大暴雨，并伴有短时强降水、雷雨大风、冰雹等强对流天气。据统计，24日08时至25日08时累计雨量≥50毫米102站，≥100毫米23站。最大累计雨量为144.6毫米（五峰镇谢家坪站），最大小时雨量45.9毫米（25日00-01时，五峰牛庄乡金山站）。大部地区出现5～8级、局部9级阵风，极大风速22.8米/秒（夷陵区百里荒站）。,25日小雨转多云，局部中雨，8～13℃；26日多云转小雨，早上部分地区有雾，9～20℃；27日短时小雨转多云，10～18℃。25日东部平原、沿江河谷和高海拔地区有5～7级偏北阵风。宜昌市气象台发布
20240326,昨天我市小雨转多云，今天早晨东部县市出现大雾；最高气温大部12～14℃、兴山20℃；最低气温大部8～11℃。,26日多云转小雨，局部中雨，9～19℃；27日北部短时小雨转多云，南部阴天有小雨，11～18℃；28日多云到晴，11～25℃。宜昌市气象台发布
20240327,昨天我市白天多云，夜间大部小雨，秭归中北部、兴山南部、夷陵北部、远安中北部中雨，局部大雨；最高气温大部20～22℃、兴山24℃；最低气温大部10～12℃。,27日阴天有分散性小雨，11～18℃；28日多云到晴，11～27℃；29日晴到多云，12～29℃。宜昌市气象台发布
20240328,昨天我市大部阴天有小雨，五峰中雨并伴有雷电；最高气温15～19℃；最低气温12～13℃。,28日晴天，早晨局部有雾，午后有阵风3～5级，12～28℃；29-30日晴到多云，午后有阵风3～5级，局部有短时阵雨，13～30℃。宜昌市气象台发布
20240329,昨天我市晴到多云，局部有短时阵雨，午后东部平原、沿江河谷及高海拔地区出现6～8级阵风；最高气温27～29℃；最低气温11～13℃。,29日晴到多云，午后到夜间大部有4～6级阵风，局部有阵雨或雷阵雨，14～30℃；30-31日晴到多云，午后到夜间有分散性阵雨或雷阵雨，并伴有雷暴大风、短时强降水等强对流天气，16～30℃。宜昌市气象台发布
20240330,昨天我市晴到多云，午后到夜间大部有6～8级阵风；最高气温30～34℃；最低气温12～15℃。,30日晴到多云，午后到夜间有短时强降水、雷暴大风、冰雹等强对流天气，15～31℃；31日晴到多云，局部有阵雨或雷阵雨，16～30℃；4月1日阵雨转中到大雨，16～22℃。宜昌市气象台发布
20240331,昨天我市白天晴到多云，夜间出现分散性阵雨，五峰、长阳、兴山局部大雨，并伴有6～8级雷暴大风；最高气温29～33℃，最低气温14～17℃。,31日晴到多云，午后到夜间局部有阵雨或雷阵雨，16～30℃；4月1日阴天转中到大雨，2日中到大雨转阴天，并伴有短时强降水、雷暴大风等强对流天气，15～22℃。宜昌市气象台发布
20240401,昨天我市晴到多云；最高气温28～31℃，最低气温14～18℃。,4月1日阴天转中到大雨，2日阴天有中到大雨，并伴有短时强降水、雷暴大风等强对流天气，15～22℃；3日阴天有小雨，局部中雨，14～20℃。宜昌市气象台发布
20240402,昨天白天我市多云转阵雨，夜间南部出现中到大雨，北部小雨，最大累计雨量49.6毫米（五峰湾潭镇锁金山站），最大小时雨量29.7毫米（长阳龙舟坪镇胡家棚站）；最高气温23～26℃，最低气温16～19℃。,2日中到大雨转阴天，局部暴雨，伴有短时强降水等强对流天气，15～19℃；3日阴天有小雨，12～19℃；4日小雨转阴天，12～17℃。此外，2-3日东部平原、沿江河谷和高海拔地区有5～7级偏北阵风。宜昌市气象台发布
20240403,昨天我市西部中雨转阴天，局部大雨，东部小雨转阴天，最大累计雨量37.3毫米（五峰仁和坪镇大栗树站）；东部平原、沿江河谷和高海拔地区出现5～7级、局部8级偏北阵风。,3日大部阴天转小雨，西部局部中雨，风力较大，12～20℃；4日小雨转阴天，11～18℃；5日小雨转阴天，12～16℃。宜昌市气象台发布
20240404,昨天我市大部阴天有短时小雨，夜间长阳南部、宜都西部、五峰出现小到中雨；最高气温18～21℃；最低气温12～16℃。,4日南部小雨转阴天，北部阴天，局部短时小雨，12～17℃；5日短时小雨转阴天，11～16℃；6日阴天到多云，13～22℃。宜昌市气象台发布
20240405,昨天我市南部小雨，北部阴天；最高气温大部17～19℃、兴山22℃；最低气温12～14℃。,5日短时小雨转阴天，11～15℃；6-7日阴天间多云、局部有短时阵雨，12～23℃。宜昌市气象台发布
20240406,昨天我市小雨转阴天；最高气温14～17℃，最低气温10～12℃。,6-7日阴天间多云、局部有短时阵雨，12～22℃；8日多云，13～24℃，东部平原、沿江河谷及高海拔地区有5～6级阵风。宜昌市气象台发布
20240407,昨天白天我市阴天间多云，夜间有短时小雨；最高气温18～21℃，最低气温12～13℃。,7日阴天间多云、有分散性短时小雨，13～20℃；8日多云，13～25℃；9日多云转小雨，14～22℃；8日东部平原、沿江河谷及高海拔地区有4～6级阵风。宜昌市气象台发布
20240408,昨天我市阴天到多云，夜间南部有短时小雨；最高气温22～25℃，最低气温12～14℃。,8日晴到多云，13～25℃；9日多云转小雨，15～23℃；10日小雨转阴天，15～21℃。8日东部平原、沿江河谷和高海拔地区有4～6级阵风。宜昌市气象台发布
20240409,昨天我市晴到多云，东部平原、沿江河谷和高海拔地区有5～7级阵风；最高气温24～28℃，最低气温13～15℃。,9日多云转小雨，15～24℃；10日小雨转多云，16～22℃；11日阵雨转多云，16～23℃。宜昌市气象台发布
20240410,昨天我市晴转多云，夜间有分散性小雨，沿江河谷和高海拔地区有5～7级阵风；最高气温22～25℃，最低气温13～16℃。,10-11日阴天有分散性小雨，局部中雨，伴有雷电，15～22℃；12日多云到晴，早晨局部有雾，16～27℃。宜昌市气象台发布
20240411,昨天我市阴天有小雨，今天早晨中东部地区局部有雾；最高气温18～19℃，最低气温13～15℃。,11日小雨转多云，14～20℃；12日多云到晴，早晨中东部地区有雾，15～27℃；13日多云有阵雨或雷阵雨，16～25℃。宜昌市气象台发布
20240412,昨天我市小雨转多云，今天早晨大部地区有雾；最高气温19～21℃，最低气温12～14℃。,12日雾转晴，夜间局部有阵雨，13～28℃；13日阵雨或雷阵雨，五峰、宜都等地雨量较大，15～22℃；14日雾转晴，局部有阵雨或雷阵雨，15～29℃。宜昌市气象台发布
20240413,昨天白天我市多云到晴，夜间南部出现阵雨，今天早晨部分县市有雾；最高气温大部25～30℃，当阳、枝江23℃；最低气温12～15℃。,13日多云有分散性阵雨或雷阵雨，局部雨量较大，16～20℃；14日白天多云到晴，夜间南部有阵雨或雷阵雨，16～30℃；15日多云有分散性阵雨或雷阵雨，17～29℃。宜昌市气象台发布
20240414,昨天白天我市阴天到多云，上午有分散性阵雨，今天早晨部分地区有雾；最高气温大部22～24℃，兴山、五峰26～27℃；最低气温16～17℃。,14日晴到多云，夜间西南部有阵雨，17～30℃；15日多云到晴，午后到夜间有分散性阵雨，局部伴有短时强降水、雷暴大风等强对流天气，18～30℃；16日多云转阵雨或雷阵雨，南部中雨，局部大雨，19～25℃。宜昌市气象台发布
20240415,昨天我市大部多云到晴，午后五峰西部有雷阵雨，湾潭镇出现冰雹，最大累计雨量32.8毫米（五峰湾潭镇锁金山站）；最高气温大部28～30℃，兴山34℃；最低气温17～19℃。,15日多云到晴，午后到夜间有分散性阵雨或雷阵雨，并伴有短时强降水、雷暴大风、冰雹等强对流天气，18～29℃；16日阴天有阵雨，南部中雨，局部大雨，18～25℃；17日阵雨转多云，17～23℃。宜昌市气象台发布
20240416,昨天白天我市多云到晴，午后到夜间有阵雨或雷阵雨，其中兴山、夷陵区、远安、当阳、五峰等地出现雷暴大风、冰雹、短时强降水等强对流天气，最大累计降水量75.6毫米（兴山昭君乡镇），最大小时雨强51.5毫米（远安嫘祖镇）；最高气温大部29～33℃；最低气温19～21℃。,16日阴天有中雨，局部大到暴雨，伴有雷暴大风、短时强降水等强对流天气，19～24℃；17日小雨转多云，16～24℃；18日多云转小到中雨，16～25℃。宜昌市气象台发布
20240417,昨天我市阴天有中雨，点军区、五峰、长阳、秭归、夷陵、兴山、远安、当阳出现分散性大到暴雨，伴有雷暴大风、短时强降水等强对流天气；最大累计降水量53.7毫米（点军土城车溪站）；最高气温大部21～23℃；最低气温16～18℃。,17日北部阴天转多云，南部小雨转多云，15～25℃；18日多云转中雨、局部大雨，伴有雷暴大风、短时强降水等强对流天气，16～25℃；19日小到中雨转多云，14～23℃。宜昌市气象台发布
20240418,昨天我市大部阴天有短时小雨转多云，午后局部出现阵雨或雷阵雨；最高气温大部23～27℃，兴山29℃；最低气温14～17℃。,18日白天多云，夜间转中雨，局部大雨或暴雨，并伴有短时强降水、雷暴大风等强对流天气，17～26℃；19日小雨转多云，16～23℃；20日多云，局部有阵雨，16～23℃。宜昌市气象台发布
20240419,昨天我市多云转小雨，五峰、宜都局部中雨，早晨长阳局部有雾；最高气温大部25～26℃、兴山29℃，最低气温15～17℃。,19日小雨转多云，16～22℃；20日多云转阴天，局部有阵雨，16～23℃；21日多云，17～26℃。宜昌市气象台发布
20240420,昨天我市大部小雨转多云，五峰、长阳、兴山、当阳局部中雨，早晨市城区、远安、当阳有雾；最高气温大部20～22℃，最低气温15～17℃。,20日多云转阴天，西部有阵雨，16～23℃；21日多云，17～26℃；22日多云，局部有阵雨，16～26℃。宜昌市气象台发布
20240421,昨天我市西部多云转小雨、五峰局部中雨，东部多云转阴天；最高气温大部25～27℃、兴山29℃，最低气温16～18℃。,21日多云，17～27℃；22日多云，午后到夜间有分散性阵雨或雷阵雨，16～26℃；23日多云到晴，16～30℃。宜昌市气象台发布
20240422,昨天我市多云，夜间南部有短时小雨；最高气温26～28℃，最低气温16～19℃。,22日多云有分散性阵雨，18～25℃；23日多云到晴，早晨局部有雾，16～30℃；24日多云，南部有阵雨，16～25℃。宜昌市气象台发布
20240423,昨天我市多云转小雨，西部局部中雨；最高气温23～26℃，最低气温12～16℃。,23日晴转多云，17～29℃；24-25日多云，西部、南部有阵雨，15～25℃。宜昌市气象台发布
20240424,昨天我市晴转多云，夜间出现轻度浮尘天气；最高气温28～29℃，最低气温15～17℃。,24日多云到阴天，南部有短时小雨，15～25℃；25日小雨转多云，15～25℃；26日多云到晴，16～30℃。宜昌市气象台发布
20240425,昨天我市多云，五峰、秭归、兴山局部有短时小雨；最高气温27～29℃，最低气温14～16℃。,25日多云，西部、南部有短时小雨，16～27℃；26日多云到晴，17～31℃；27日晴到多云，午后到夜间有阵雨或雷阵雨，18～30℃。宜昌市气象台发布
20240426,昨天我市晴天；最高气温27～30℃，最低气温15～17℃。,26日晴天，17～32℃；27-28日晴到多云，午后到夜间有分散性阵雨或雷阵雨，局部雨量较大，18～30℃。宜昌市气象台发布
20240427,昨天我市晴天；最高气温29～32℃，最低气温16～18℃。,27日晴转多云，午后到夜间有分散性阵雨或雷阵雨，18～30℃；28日多云到晴，西部、北部有阵雨，18～30℃；29日多云转中雨，南部中到大雨，17～24℃。宜昌市气象台发布
20240428,昨天我市晴转多云，午后到夜间有分散性阵雨或雷阵雨，五峰局部大雨；最高气温28～30℃，最低气温大部17～20℃、五峰14℃。,28日多云到晴，西部有阵雨，18～30℃；29日多云转中雨，南部中到大雨，局部暴雨，17～26℃；30日小雨转多云，15～22℃。29-30日东部平原、沿江河谷和高海拔地区有6～8级阵风。宜昌市气象台发布
20240429,昨天白天我市晴转多云，部分地区有短时小雨；最高气温28～32℃，最低气温大部18～20℃。,29日阴天有中雨，南部中到大雨，16～23℃；30日小雨转阴天，13～18℃；1日西部阴天有小雨，东部阴天到多云，13～20℃。29-30日东部平原、沿江河谷和高海拔地区有6～8级阵风。宜昌市气象台发布
20240430,昨天我市大部阴天转中雨，西部、南部中到大雨；夜间东部平原、沿江河谷和高海拔地区出现6-8级偏北阵风；最高气温大部19～22℃，最低气温14～16℃。,30日白天阴天有间断小雨，夜间转多云，东部平原、沿江河谷和高海拔地区有6～8级偏北阵风，13～18℃；1日多云转阴天，局部阵雨，14～22℃；2日阴天转小雨，南部局部中雨，15～21℃。宜昌市气象台发布
20240501,昨天我市大部小雨转阴天；夜间东部平原、沿江河谷和高海拔地区出现6～8级偏北阵风；最高气温大部15～18℃，最低气温11～13℃。,5月1日晴转多云，11～22℃；2日多云转阴天，有短时小雨，13～19℃；3日阴天有小到中雨，15～19℃。宜昌市气象台发布
20240502,昨天我市晴转多云，午后至夜间有短时小雨；最高气温21～23℃，最低气温11～14℃。,2日阴天到多云，有短时小雨，13～20℃；3日阴天有小到中雨，局部大雨，15～19℃；4日阴天有小雨，15～20℃。宜昌市气象台发布
20240503,昨天我市北部阴天转小到中雨，南部阴天转中雨，五峰、长阳局部出现大雨；最高气温18～21℃，最低气温13～15℃。,3日阴天有小到中雨，局部大雨，14～19℃；4日阴天有小雨，14～21℃；5日短时小雨转多云，15～25℃。宜昌市气象台发布
20240504,昨天我市大部小到中雨，五峰、宜都局部大雨；最高气温15～17℃，最低气温13～14℃。,4日阴天有短时小雨，14～18℃；5日阴天转多云，15～27℃；6日多云，南部有阵雨或雷阵雨，18～28℃。宜昌市气象台发布
20240505,昨天我市大部阴天有短时小雨；最高气温19～21℃，最低气温13～15℃。,5日多云到晴，15～28℃；6-7日多云到晴，局部有阵雨或雷阵雨，17～30℃。宜昌市气象台发布
20240506,昨天我市大部多云到晴，夷陵区、远安部分乡镇午后出现阵雨或雷阵雨天气；最高气温25～28℃，最低气温15～17℃。,6-8日多云到晴，午后有分散性阵雨或雷阵雨，局地伴有雷雨大风、冰雹等强对流天气，17～30℃。宜昌市气象台发布
20240507,昨天我市大部多云到晴；最高气温30～33℃，最低气温17～20℃。,7日多云，午后到夜间有分散性阵雨或雷阵雨，20～30℃；8日晴到多云，五峰、长阳、兴山等地有短时阵雨，18～31℃；9日多云转阴天，南部局部转小雨，19～26℃。宜昌市气象台发布
20240508,昨天午后到夜间我市出现分散性阵雨或雷阵雨，雷雨时伴有短时强降水、雷暴大风等强对流天气；最大累计雨量37.0毫米、最大小时雨强35.7毫米、极大风速18.4米/秒（8级），均出现在当阳淯溪镇；最高气温29～32℃，最低气温18～21℃。,8日晴到多云，午后五峰、长阳、兴山、夷陵等地有雷阵雨，19～31℃；9日多云转阴天，南部有小雨，19～27℃；10日多云转小到中雨，20～29℃。宜昌市气象台发布
20240509,昨天我市晴到多云，午后局部有短时雷阵雨；最高气温29～31℃，最低气温18～20℃。,9日多云转阴天，秭归、五峰、夷陵等地有零星小雨，20～27℃；10日白天多云有阵雨，夜间中雨，18～28℃；11日小雨转多云，17～26℃。宜昌市气象台发布
20240510,昨天我市多云到阴天，西部有零星小雨，最高气温28～31℃，最低气温17～20℃。,10日白天多云转阵雨，夜间中雨、南部局部大雨，18～27℃；11日白天北部阴天、南部有间断小雨，夜间全市多云，17～28℃；12日多云到晴，18～31℃。宜昌市气象台发布
20240511,昨天夜间兴山北部和西部、五峰西南部、长阳西部出现大雨，其余地区小到中雨，其中兴山古夫镇局地暴雨；据统计，累计雨量≥25毫米28站，≥50毫米1站，最大累计雨量55.4毫米（兴山古夫镇马家河站），最大小时雨强35.1毫米（五峰湾潭镇九门站）。最高气温26～29℃，最低气温19～21℃。,11日阴天转多云，局部有短时小雨，东部平原、沿江河谷和高海拔地区有6～8级偏北阵风，17～28℃；12-13日多云到晴，18～31℃。宜昌市气象台发布
20240512,昨天我市短时小雨转多云，白天东部平原、沿江河谷及高海拔地区出现5-8级偏北阵风。最高气温27～29℃，最低气温18～20℃、兴山15℃。,12日多云转晴，17～31℃；13日晴到多云，午后西部山区局地有阵雨或雷阵雨，18～32℃；14日多云转阵雨，20～31℃。宜昌市气象台发布
20240513,昨天我市多云转晴；最高气温30～32℃，最低气温15～18℃。,13-14日晴到多云，午后西部山区局地有阵雨或雷阵雨，17～32℃；15日西部阵雨转多云，东部多云，18～29℃。宜昌市气象台发布
20240514,昨天我市晴到多云，兴山、夷陵区局地有雷阵雨；最高气温31～33℃，最低气温大部17～19℃。,14日晴转多云，午后西部山区局地有阵雨或雷阵雨，19～33℃；15日阵雨转多云，15～29℃，东部平原、沿江河谷及高海拔地区有6-8级偏北阵风；16日多云到晴，16～30℃。宜昌市气象台发布
20240515,昨天我市晴到多云；最高气温33～35℃，最低气温17～21℃。,15日多云到晴，西部局部有阵雨，东部平原、沿江河谷及高海拔地区有6～8级偏北阵风，16～29℃；16日多云到晴，17～30℃；17日晴转多云，南部局部有阵雨或雷阵雨，19～33℃。宜昌市气象台发布
