xh,ssxq,xxmc,szdq,xxlb,xxxz,sjzgbm,adress,link_phone,Complaint_Hotline,Zip_code,zsfs,xxjj,szf,xzf,zzs,official_website,wxewm,xxzp
336,小溪塔学区,夷陵区东城城乡统筹发展试验区鄢家河小学,夷陵区,小学,公办,夷陵区教育局,夷陵区夷兴大道194号,0717-7801464,0717-7821334,443100,统一招生,"宜昌市夷陵区东城城乡统筹发展试验区鄢家河小学位于夷陵区夷兴大道194号，学校创建于1957年，占地面积30668㎡，校舍面积9456㎡，现有在编教师51人，学生1263人，24个教学班。作为一所60多年办学历史的老校，鄢家河小学凭借鲜明的办学特色、丰厚的文化底蕴由一所村办小学发展成一所现代化名牌学校。
学校自2006年以来,坚持开展了“日行一善，积善成德”道德养成教育实践活动，取得了可喜的研究成果，形成了学校独特的“善德”文化。其成功经验被新华社、人民网、中国文明网、中国未成年人网向全国推介，学校被中央文明办确定为首批全国“做一个有道德的人”主题活动联系点学校，先后接待了省内外200多个教育考察团的参观学习。“积分制道德银行”信息化应用研究成果参展全国第四届教育创新公益博览会，受到与会专家和学者的青睐。学校先后获得了夷陵区文明单位、宜昌市现代化示范学校、宜昌市文明单位、湖北省校园文化百强学校等荣誉称号。
",0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/f090c1a4-2174-4e91-9d29-e0300884f55f.jpeg
337,小溪塔学区,宜昌市夷陵区小溪塔街道办事处冯家湾完全小学,夷陵区,小学,公办,夷陵区教育局,夷陵区夷兴大道12号,0717-7851260,0717-7821334,443100,统一招生,"宜昌市夷陵区小溪塔街道办事处冯家湾完全小学坐落于宜昌市夷陵城区南大门，位于夷兴大道12号，创建于1961年。校园面积为13702平方米，校舍建筑面积4651平米，绿化面积4128平方米，档案室、微机室、图书室等专用教室一运俱全，藏书4万余册。
学校现有27个教学班，在编教师71人，学生1439人。71名教师中，4人为研究生学历，97%为大学以上学历，市级以上名师3人，区级名师10人，获部级优课教师4人。
学校始终秉承“博学文雅、和谐发展”的办学理念，传承“博雅和谐、务实进取”的校风，践行“博古通今、温文尔雅”的教风，弘扬“雅言雅行、博学笃学”的学风。经过长期的建设和发展，该校先后获得宜昌市文明单位、宜昌市现代化学校、宜昌市平安文明校园、宜昌市花园式学校、夷陵区教育质量先进学校、夷陵区德育品牌学校、夷陵区行为规范示范学校等殊荣。博雅文化、生活英语、教师成长、教育质量是该校的办学特色。",0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/31c349d8-0b9d-420f-b73b-013dea23d5ea.jpeg
338,小溪塔学区,宜昌市夷陵区东城小学,夷陵区,小学,公办,夷陵区教育局,宜昌市夷陵区东城路28号,0717-7226680,0717-7821334,443100,统一招生,"夷陵区东城小学于2019年10月动工建设，2021年8月建设完成，2021年秋季学期正式开学，是夷陵区政府推进小溪塔城区义务教育阶段学校整体布局优化“两扩一建、两并一迁”方案实施，尽快化解城区小学入学难、班额大等矛盾，进一步促进学校均衡发展，有效解决东城片区教育配套问题，配合主城融合战略而建成的高起点、高标准、高质量小学。
    校园布局合理，有七栋主体建筑（1#2#教学楼、1#2#科技楼、综合楼、食堂报告厅楼、教师周转房），前六栋主体建筑之间连廊相通，既单独鹤立又浑然一体，设计巧妙。还有配套的运动场、门房、地下车库等建筑，令学校锦上添花。学校设施齐全，拥有计算机教室、科学实验室、创客教室、录播室、美术室、音乐室、书法室、图书室、阅览室等多功能教室，满足学生个性发展要求。学校按36个教学班（预留48个教学班），满足1620名学生（预留满足2160名）的规模规划。",0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/47abb808-aaca-4057-b285-2fb8615b8c1a.jpeg
339,小溪塔学区,宜昌市夷陵区小溪塔街道办事处黄柏河完全小学,夷陵区,小学,公办,夷陵区教育局,宜昌市夷陵区望江路1号,0717-7853029,0717-7821334,443100,统一招生,黄柏河小学创建于1973年，原中国核工业二二公司子弟小学，200.6年整体移交宜昌市夷陵区政府管理。学校占地面积20487.52平方米，校舍面积5380平方米，体育场地13322平方米。2012年投资新建了学生食堂、学生宿舍、塑胶运动场，学校风光秀丽，景色宜人，是理想的育人场所。现有教学班12个，在校学生545人，在编教职工22人。自2013年8月和冯家湾小学实行片区联校管理，主要服务于小溪塔街办望江社区及周边进城务工、经商人员的子女，有效缓解了城区学校压力。,0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/9a0d3fa6-c136-4d89-8832-4602f1161a48.jpeg
340,小溪塔学区,宜昌市夷陵区小溪塔街道办事处官庄完全小学,夷陵区,小学,公办,夷陵区教育局,宜昌市夷陵区小溪塔街道官庄村2组,0717-7872231,0717-7821334,443100,统一招生,官庄小学坚持“ 以德立校 以特兴校”的办学思想，构建校园公益广告、班级文化、廊道文化、学生寝室文化、办公室文化五大文化阵地，将未成年人思想道德培养作为校园文化重点，以浓郁的校园文化营造教育氛围，最终达到“弘扬橘德文化  培育阳光少年”的育人目标。为教育培养人，以文化塑造人。,0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/6d2f7143-3373-43fa-9dbf-6ce16e57f2f4.jpeg
341,小溪塔学区,宜昌市夷陵区小溪塔街道办事处第三完全小学,夷陵区,小学,公办,夷陵区教育局,夷陵区小溪塔夷兴大道225号,0717-7835588,0717-7821334,443100,统一招生,"小溪塔三小创办于1988年，校园占地面积12860 平米。学校现已发展成为辐射7个村（居委会）、拥有九十多名在职教师、33个教学班、1851名学生的现代化学校。
       近年来，学校围绕“追求真善美，和谐天地人”的办学宗旨，大胆创新，继承传统与改革创新同步，统一规划，统一部署，精心设计，致力打造 “和谐美”校园文化。学校环境文化遵循“个性化、生态化、人文化”的准则，采用“传承历史、融合特色、寓教于形、人文浸润”的策略，师生原创，打造魅力校园。学校环境文化建设以“和”为主题，以“国学经典”为环境文化建设的核心，以教学楼、办公楼、学校操场为载体进行设计，优化了育人环境。",0,0,0,无,https://data.yichang.gov.cn/karma/pic/51f2414e-db3e-4cce-89dd-38c84e3059cb.jpeg,https://data.yichang.gov.cn/karma/pic/abe642ad-89b7-4289-af24-e23eda0a98e9.jpeg
342,小溪塔学区,宜昌市夷陵区小溪塔街道办事处仓屋榜完全小学,夷陵区,小学,公办,夷陵区教育局,宜昌市夷陵区小溪塔街办岩花村4组,0717-7872213,0717-7821334,443100,统一招生," 宜昌市夷陵区小溪塔街道办事处仓屋榜完全小学合建于1998年，位于小溪塔街道办事处岩花村四组，服务岩花村、仓屋榜村。学校占地面积20010平方米，建筑面积6172平方米，学校有教学楼1栋，办公楼1栋，学生宿舍、教师周转房1栋，食堂餐厅1栋。校园绿化面积9905平方米，占学校用地总面积的49.5%。按现代一类标准配备各种实验室和功能室；建有“班班通”校园网、教育云学校网站；建有塑胶运动场和室内风雨操场，体育设施齐全。
    学校现有6个教学班，学生181人。教职工20人，其中党员8人，省农骨教师3人，夷陵区名师4人， 学区金牌教师2人。“和爱、品正、持志、为师”已然成为师生校园精神。
学校坚持以建“绿色生态家园，文化魅力校园，快乐幸福学园”为办学目标，着力打造“橘韵”校园文化，努力践行“建绿色校园，育阳光少年”的办学理念；倡导绿色教育，构建绿色生态教育体系，追求绿色环境、绿色管理、绿色德育、绿色课堂，实现绿色质量；培育阳光学生群体，学生品正行美、学为人师、自主创新、志存高远，成就幸福人生。学校突出以“礼”为本，通过课堂学礼，讲解培训礼仪知识；课外行礼，践行礼仪常识；心中有礼，内化为日常行为，时时处处文明守礼，着力打造“礼仪学堂”。
为促进城乡学校均衡发展，根据教育局安排，小溪塔二小和仓屋榜小学实行“一校制”管理。坚持以“创新管理、强化教研、共同提高”为主题，以“教师发展”为核心，以“质量提升”为目标，做到管理“一盘棋”，活动“一张网”。积极开展“一帮一”结对子、“教学交流周”、“网上教研”等活动。两校区管理规范有序，教师素养得以发展，教学质量稳步提升，教育均衡效益凸显。近几年来，学校先后被授予 “宜昌市绿色学校”、“宜昌市示范家长学校”、“宜昌市花园式学校”、“夷陵区安全文明校园”、“宜昌市现代化先进学校”、“区委区政府表彰教育质量先进单位”等荣誉称号。",0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/2cb36def-d0fd-45ec-ac6f-2bcb3d83291e.jpeg
343,小溪塔学区,宜昌市上海中学,夷陵区,初中,公办,夷陵区教育局,宜昌市夷陵区长江市场锦江东路2号,0717-7859069,0717-7821334,443100,统一招生,宜昌市上海中学创建于1984年，2007年由上海市政府和夷陵区政府共同投资兴建， 2010年9月整体搬迁至锦江东路2号，学校占地29349平方米，建筑面积21981平方米，绿化面积13105平方米，运动场面积10321平方米。学校现有21个教学班，97名教职工，名师工作室一个，高级教师16人，市区级名师21人，区级中心学科组成员11人。学校始终秉承“合作营造和谐，和谐成就师生”办学理念，规范管理、深入改革，先后荣获“宜昌市标准化初中建设合格学校”、“宜昌市花园学校”、“宜昌市绿色学校”、“宜昌市消防安全教育示范学校”、“宜昌市教育技术先进单位”、“省初中校园网站50强”、“省优秀课题实验学校”、“省级体育传统项目学校”、“宜昌市健康示范学校”、“宜昌市义务教育现代化学校”、“宜昌市健康示范食堂”、 市级“四星级教代会”、省级AA级档案学校、市级禁毒先进学校、防震减灾市级示范学校等。,0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/c2a1d05f-5fd7-476f-bcdf-79e558ac1b5e.png
344,雾樟下学区中心学校,宜昌市夷陵区樟村坪镇中小学,夷陵区,九年一贯制,公办,夷陵区教育局,夷陵区樟村坪镇东源路1号,0717-7660053,0717-7821334,443145,统一招生,学校坐落于鄂西北“林海水源”樟村坪集镇中心，始建于1937年，2012年9月由樟村坪初级中学和樟村坪中心完全小学合并成义务教育九年一贯制学校。现有校园面积18416平方米，21个教学班，在编在岗教师69人。学校坚持“知恩感恩、立德树人”的理念办学，秉承“厚德启智、求实创新”的校训育人，坚守“创名校、育名师、强质量、促发展”的奋斗目标。近10年来，学校教育质量一直名列全区前列，学校先后被评为区“红旗单位”、“文明单位”、“教育质量先进学校”，市“群众满意中小学”、“德育工作先进单位”，省“安全文明校园”。“知恩于心、感恩于行”被认定为区德育品牌，“同体验共成长”家校育人初见成效，毽球、励志歌曲大家唱等体艺特色鲜明，办学经验多次在市以上媒体宣传推广。,0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/8745a417-1dbb-49bc-b868-a4759a1f18e6.jpeg
345,雾樟下学区中心学校,宜昌市夷陵区雾渡河镇初级中学,夷陵区,初中,公办,夷陵区教育局,雾渡河镇宜兴路111号,0717-7611722,0717-7821334,443143,统一招生,"雾渡河镇初级中学位于 “湖北省民歌之乡”雾渡河镇，学校始建于1958年，经过60多年的建设和发展，学校软、硬件方面得到了大幅提升，占地面积达24886平方米，校舍建筑面积12000余平方米，绿化面积6420平方米。学校现有9个教学班，近400名在校学生。在编教职员工52人，其中专任教师38人，拥有高级职称教师4人、一区级骨干教师及学科带头人8人。
学校在努力提高教育教学质量的同时，坚持走特色办学道路，依托“湖北省民歌之乡”与“长歌之乡”的优势，立足于本镇社区资源，开展 “非遗文化”特色校本课程建设，将“鼓”和“民歌”确定为校本课程的主要内容，基于致力于区域性课程建设，力争办好特色鲜明的特色学校。
",0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/b9f1b80b-474d-4ee2-adb8-dec5ad35ad02.png
346,雾樟下学区中心学校,宜昌市夷陵区下堡坪乡下堡坪中小学,夷陵区,无,公办,夷陵区教育局,夷陵区下堡坪乡秀峰街81号,0717-7630021,0717-7821334,4431,统一招生,下堡坪中小学始建于1958年9月，现为夷陵区西北山区一所九年一贯制学校。学校现有12个教学班，学生431名，教职工52人。学校曾获得区“故事剪纸”艺术特色学校、教改特色学校、市文明校园等多项荣誉称号。学校始终秉承“爱心导航，和谐发展”的办学理念，追求绿色质量，着眼于全体师生终身发展，培育有“爱心、责任心、信心、静心”的四心少年。抓实常规管理、素养课堂、过程落实、合作教研、创新管理和教师队伍。,0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/72577400-034e-45f9-a574-71de1d251670.png
347,雾樟下学区中心学校,宜昌市夷陵区雾渡河镇中心小学,夷陵区,小学,公办,夷陵区教育局,夷陵区雾渡河镇育才街2号,0717-7610895,0717-7821334,443143,统一招生,"学校始建于1999年，服务全镇1.1万户家庭，3.4万人口,占地面积16673平方米，建筑面积7204平方米，绿化面积3300平方米。学校先后多次被授予“平安校园示范单位”“宜昌市德育品牌学校”“先进单位”“文明单位”等荣誉称号。",0,0,0,无,https://data.yichang.gov.cn/karma/pic/21ce3550-5418-49c4-af9e-19efc76f99b4.png,https://data.yichang.gov.cn/karma/pic/edce732d-8d83-47f9-a120-b8cd8aea4f12.png
348,雾樟下学区中心学校,宜昌市夷陵区樟村坪镇向阳完全小学,夷陵区,小学,公办,夷陵区教育局,夷陵区樟村坪镇殷家坪集镇富殷路24号,0717-7680115,0717-7821334,443100,统一招生,向阳完全小学创办于1949年，至今已有67年的历史。前身为殷家坪初级中学，1999年8月原黄良河小学、殷家坪小学、打米沟小学合并到向阳小学。2001年9月羊角山小学撤并到向阳小学。2002年9月9月秦家坪小学撤并到向阳完全小学。2003年9月为了普及九年义务教育，由乡政府、向阳村、殷家坪村、羊角山村、打米沟村、良山村、国营樟村坪林场联合出资再次扩建校园，兴建一栋综合楼、一座大礼堂、一座学生食堂、一所标准厕所。扩园面积3500多平方米共计投入80多万元。这时校园面积已达8100平方米，建筑面积3348平方米。2004年8月殷家坪初级中学撤并到樟村坪中学。向阳完全小学整体搬迁到现在的向阳完全小学。原向阳小学为现樟村坪镇福利院。2009年8月与纸厂河完全小学合并。2013年8月学校整体改造，全体师生搬至樟村坪镇老二小旧址，开展教育教学工作。于2014年10月1日，重新迁回改造后的新校区，学校占地面积6088㎡，建筑面积5866㎡。,0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/a520507d-5ed5-4a44-88dc-0c9e05517a37.jpeg
349,雾樟下学区中心学校,宜昌市夷陵区下堡坪乡赵勉河中心完全小学,夷陵区,小学,公办,夷陵区教育局,宜昌市夷陵区下堡坪乡赵勉河村一组,0717-7640692,0717-7821334,443146,统一招生,赵勉河小学始建于1939年，位于明朝户名尚书赵勉的家乡——革命老区宜昌市夷陵区下堡坪乡赵勉河村一组。原为栗子坪乡人民政府所在地，是一所有着近百年历史文化底蕴、环境优美的农村寄宿保育制完全小学。学校为秀水村、赵勉河村、磨坪村，十八湾村及与夷陵区接壤的兴山县部分适龄儿童提高义务教育小学阶段的教育教学服务，服务范围超过120平方千米，服务人口近万人。,0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/bd802240-2d13-4060-b336-21dab6c996de.jpeg
350,分黄学区,宜昌市夷陵区分乡镇分乡中心完全小学,夷陵区,小学,公办,夷陵区教育局,夷陵区分乡镇明珠南路64号,0717-7930124,0717-7821334,443105,统一招生,"分乡小学是夷陵区分乡镇的一所农村寄宿制中心完全小学，学校服务区辖国道241和镇内普天、普百公路沿线9个行政村，生源覆盖面积60多平方公里。学校占地面积9358平方米，建筑面积5849平方米，绿化总面积5700㎡。
近几年来，学校以属地遍生的山竹具有的“刚直”“坚劲”“向上”“众生”精神品质为文化根脉，提炼出“竹韵”文化，以此作为学校文化的灵魂。通过抓“有礼有节”的德育品牌创建，引导师生恪守“有礼有节，尚群尚美”的校训，形成了“人人有礼，和谐向上”的校风，建构了以竹韵为核心的校本课程体系。抓“合作育人”课改，促进课堂优质高效，煅造出 “合作育人”的课改特色，学校教育教学质量有了大幅度提升。
学校先后被评为“宜昌市现代化学校创建先进单位”“宜昌市花园式学校”“宜昌市办学水平一等学校”“宜昌市高效课堂先进单位”。 ",0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/4d97c650-042f-4917-a37d-6f56e3359407.png
351,分黄学区,宜昌市夷陵区分乡镇南垭完全小学,夷陵区,小学,公办,夷陵区教育局,夷陵区分乡镇南垭村1组,0717-7938947,0717-7821334,443105,统一招生,"南垭完全小学又名博锦希望小学，位于分乡镇南垭村一组。服务区范围面积150平方公里，服务区人口约2万人。学校占地面积28000平方米，生均面积85.6平方米；建筑面积5553平方米，生均16.9平方米；绿化面积12000平方米，绿化率为42.8%。  
   学校致力打造融德育、体艺、校本、乡土地域特色为一体的耕读文化。以地域环境为根，以孩子的发展为本，发挥全校师生及社会人士的智慧，历经五年建构了包括敬仰廊、耕作廊、农娃廊、田园诗词廊、践行园、悦读吧在内的“四廊一园一吧”的文化格局。将“敬存文化” 的精髓——爱国、爱民、爱学精神渗透于“耕读文化”之中,以此激发学生“敬耕善读”的浓厚兴趣。学校围绕“敬耕爱农”德育品牌，自创农耕歌、自编农耕舞，多次在大型活动中展示。学校被评为宜昌市首批“诗意校园”和“ 湖北省学校文化建设百强校”。
",0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/b688ca40-054f-4f93-bf67-7cbf989d4b9e.png
352,分黄学区,宜昌市夷陵区黄花镇黄花中心完全小学,夷陵区,小学,公办,夷陵区教育局,夷陵区黄花镇黄花场社区宜保路65号,0717-7951242,0717-7821334,443106,统一招生,"黄花小学位于宜昌北大门黄花镇集镇处，宜保公路主干道上，距夷陵区主城区15公里，服务全镇8个行政村,是夷陵区校点规划永久性保留学校之一。学校创建于1959年，1996年迁址于此。学校占地面积24757㎡，总建筑面积10087㎡，绿化面积9000㎡。
黄花小学以“七彩神韵”为学校文化主题，以“放飞七彩梦想，成就幸福人生”为办学理念，确立了“培育适应未来生活的人”的育人目标和“习规育礼，成人成才”的校训，构建了“神彩飞扬”特色校本课程体系。先后获得了宜昌市花园式学校、宜昌市美丽校园、宜昌市保育寄宿制示范学校、宜昌市文明单位、宜昌市示范家长学校、宜昌市示范乡村少年宫、宜昌市卫生先进单位、宜昌市义务教育现代化先进学校、夷陵区教育质量先进单位、黄花镇“五好”基层党组织等诸多荣誉。
",0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/1f5be57b-4870-4b08-9abe-d74a7646968c.png
353,分黄学区,宜昌市夷陵区黄花镇张家口完全小学,夷陵区,小学,公办,夷陵区教育局,夷陵区黄花镇张家口村1组,0717-7958142,0717-7821334,443106,统一招生,"张家口小学位于有宜昌市后花园之称的小峰风景区腹地——楠溪古镇，她上离南边古民居3公里，下距三峡大瀑布2公里，是一所农村寄宿制一般完全小学。学校主要服务张家口、中岭、杨家河、杜家坪、小丰河、牛坪6个行政村，服务区面积约80平方公里，人口约1.1万人。学校占地面积13200 m²，建筑面积8700m²，绿化面积7900²，藏书9000余册。
学校以“惜”文化为根基，全体师生在“以惜塑格、以惜润教、以惜强校”办学理念的引导下，恪守“惜时、惜物、惜缘、惜福”的校训，坚持走“合作育人”教改之路，积极探索“惜中润品”课程体系建设，努力打造“小组合作学习”高效课堂，不断向“管理科学、质量先进、特色鲜明”办学目标迈进。
",0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/2cd53705-b065-4331-88e4-d6be0ca9faa8.png
354,分黄学区,宜昌市夷陵区分乡镇分乡初级中学,夷陵区,初中,公办,夷陵区教育局,夷陵区分乡镇敬存路28号,0717-7930030,0717-7821334,443105,统一招生,"陵区分乡初中位于宜保线距夷陵区城区20公里处，是夷陵区分乡镇唯一一所定点初中。学校始建于1947年，半个多世纪的历程，沉淀了深厚的文化底蕴。学校现占地12982平方米，建筑面积7943平方米，服务全镇16个行政村，服务面积320平方公里。
近几年，学校积极践行核心价值观，立德树人， 紧紧围绕“教改先锋、质量先进、特色鲜明”的办学目标，确立了“以学生发展为本”的教育思想和“为学生终身发展奠基，为教师一身幸福添彩”的办学理念。扎实推进小组合作育人的生本教育改革，以校本微研为抓手，推进教师素质全面提升；推行家校社合作育人，为学生扣好人生第一粒扣子；建设了一支愿合作，善合作的合作型教师团队和学生团队。逐步优化教师爱生善教、学生尊师乐学的校风，发扬团队合作精神，实现办学水平、办学规模、办学效益的三大突破，全力建设“质量分中”、“幸福分中”。
学校先后受到国家、省、市、区多次表彰。获省级“示范家长学校” “节水先进单位” “卫生先进学校”“阅读示范基地”“绿色学校”； 市级“文明校园” “高效课堂创建先进单位” “教育现代化先进学校”“平安校园””文明宿舍”等。",0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/ec58e0f6-dba4-4201-8c59-099a2bdea183.png
355,分黄学区,宜昌市夷陵区黄花镇黄花初级中学,夷陵区,初中,公办,夷陵区教育局,夷陵区黄花镇川汉路158号,0717-7225751,0717-7821334,443106,统一招生,"黄花初中位于湖北省神龙架国际旅游区入口处及宜秭公路、宜保公路、宜巴高速交汇处，距夷陵区主城区13公里，是夷陵区校点规划永久性保留学校之一。学校服务全镇13个行政村和1个社区，服务面积289平方千米，服务人口36383人。学校占地面积23940㎡，总建筑面积12662㎡，绿化面积7340㎡。
学校始建于1968年，历经半个世纪的发展，现已为宜昌市教育现代化先进学校。秉承“走好每一步，为一生做准备”的办学理念，以“棋韵”文化为主题，以“人生如棋，步步为营”为校训，以“棋”为载体，开发出棋艺和“经典诵读+棋阵武术操”等校本课程必修课。
以“和谐有序，昂扬向上”为校风，以“立足全局，博学善教”为教风，形成“正、实、健、雅、勤”的学风，意在引领学生、老师、学校三个层面奠定基础，促进发展。学生立足终身发展，走好每一步，走成人成才之路；教师立足专业成长，走好每一步，走成就职业梦想之路；学校立足办学品位，走好每一步，走质量兴校之路。
",0,0,0,无,https://data.yichang.gov.cn/karma/pic/39512e08-1706-495c-9f4a-e6b4d0fce31d.png,https://data.yichang.gov.cn/karma/pic/695c5f21-1c0c-45e1-bf51-275ae12768e2.png
356,邓太三乐学区,宜昌市夷陵区邓村乡初级中学,夷陵区,初中,公办,夷陵区教育局,宜昌市夷陵区邓村乡邓红路64号,0717-7500046,0717-7821334,443132,统一招生,"邓村初中创办于1958年8月，学校占地面积24120平方米, 绿化面积达9592平方米，校舍建筑面积9360平方米,其中教学及辅助用房2794平方米，学校体育运动场7168平方米，学校具有达到国家一类标准的理、化、生实验室，另配置有藏书为22018册的图书室、有满足教学需要的计算机室、多媒体室和电子备课室以及体、音、美、劳技、科技等功能室。学校牢固树立""以学生发展为本，为学生一生奠基""的办学理念，坚持以师生终身可持续发展为办学方向，坚持""脚踏实地抓质量，以质量求生存;以为人本抓管理，以管理出效益;与时俱进抓改革，以改革促发展""的工作思路，坚持依法办学、民主治校、科研兴校的办学方针，努力弘扬人的主体精神和创造潜能，全面提高学校的整体育人效能，努力践行""笑对生活、超越自我""的校训，以""务实求真、和谐奋进""为校风，以""博学笃行、乐为人梯""为教风，以""广见闻、多阅读、善思考、勤实践""为学风。",0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/f231a2ac-5a6d-4caa-909e-322ebd969ece.jpeg
357,邓太三乐学区,宜昌市夷陵区邓村乡中心小学,夷陵区,小学,公办,夷陵区教育局,宜昌市夷陵区邓村乡双红路26号,0717-7500330,0717-7821334,443132,统一招生,"夷陵区邓村乡邓村中心小学地处三峡坝库区西陵峡北岸，距三峡大坝20公里,位于夷陵区边陲大山深处，海拔800米的中国最美小镇——邓村。邓村是全国有机茶第一乡，是“中国最美小镇”，邓村产茶历史悠久，茶文化源远流长。
邓村乡中心小学始终坚持“为美丽茶乡添绿，为幸福人生奠基”的办学思想，发扬“团结实干、争创一流”的拼搏精神，以“芽芽儿都出彩”为学校办校理念，以“崇道明礼、尚真扬善”为我校校风，求真务实，扎实工作。
学校曾荣获区级“教学质量提高奖”；先后被评为市级“花园式学校”、“宜昌市义务教育现代化学校”，成为现代化示范学校；区级教育教学十强单位、“绿色学校”、“德育工作先进单位”、“后勤保障先进单位”、“教学质量先进单位“、“绿色家庭”创建工作先进单位、“平安校园”，连续四年被评为区级文明单位。

",0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/e4919817-8a27-4b33-9288-b82aed9e584d.jpeg
358,邓太三乐学区,宜昌市夷陵区乐天溪镇三峡小学,夷陵区,小学,公办,夷陵区教育局,宜昌市夷陵区乐天溪镇朱家湾村一组,13487225525,0717-7821334,443133,统一招生,三峡小学毗邻三峡大坝，是1994年应三峡工程动工兴建而迁建的一所移民学校，学校占地12700㎡，校园布局合理，环境优美，设施齐全，管理规范，师资雄厚。现有学生775人，16个教学班，教师43人。学校本着“扬三峡精神，育三峡人才”的办学理念，着力构建以“寻梦”为主题的校园文化特色，以“勇敢寻梦、追求卓越”为办学目标，不懈追求办博爱、人本、雅致的学校，育快乐、多元、阳光的学生，做健康、智慧、幸福的教师的学校愿景。,0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/62048532-fd93-4d23-a0fe-2c79619da6f5.jpeg
359,邓太三乐学区,宜昌市夷陵区太平溪镇九四初级中学,夷陵区,初中,公办,夷陵区教育局,宜昌市夷陵区太平溪镇烟竹园路21号,0717-7510580,0717-7821334,443131,统一招生,宜昌市夷陵区太平溪镇九四初级中学始建于1917年，1997年因三峡工程建设迁址于新镇烟竹园路21号，新校占地60亩。 学校师生在长期教学历练中，传承红色基因的过程中，不断深入挖掘并总结出“坚定信念，不忘初心，敢为人先，乐于奉献”的九四精神。拟定了“党员干部一面旗，红色初心要牢记；立德树人育英才，修德修为做表率；勤勉担当民满意，敢为人先竞第一；承先致远谋发展，九四精神代代传”的党员公约。积累了“缅怀九四先烈，继承革命遗志，弘扬九四精神。不忘初心，乐于奉献，努力学习，承先致远，勤勉担当，奋发图强，为实现中华民族伟大复兴贡献自己的青春和力量”的九四誓言。确立了“每一粒种子都是生命的希望”的办学育人理念。完善了“三风一训。”即＂修品、修知、修为＂的校风；＂善育、善思、善美＂的教风；“自主、自悟、自律”的学风；“承先致远，勤勉担当”的校训。决定了“走红色传承之路，传承红色基因，落实立德树人，育好红色少年”的道路，确定了学校为“红色种子文化”和“红色传承课堂”的阵地。学校现有9个教学班，学生330人，教职工48人，拥有一支专业能力突出、敢于担当、勇于奉献的教师队伍。,0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/2d00b1ec-b110-4c21-b81a-c556ec57ed4f.jpeg
360,邓太三乐学区,宜昌市夷陵区乐天溪镇九四小学,夷陵区,小学,公办,夷陵区教育局,宜昌市夷陵区乐天溪镇莲沱村193号,0717-7595262,0717-7821334,443133,统一招生,"九四小学位于夷陵区乐天溪镇莲沱村三组，始建于1957年，2008年莲沱中学和莲沱小学合并为“莲沱中小学”，2009年九四烈士纪念碑在莲沱建成，学校校名更改为“夷陵区乐天溪镇九四中小学”，2012年学校初中部与搬迁至新的乐天溪初中，学校成为了一所定点寄宿保育制小学，学校更名为“夷陵区乐天溪镇九四小学”。
九四小学位于夷陵区乐天溪镇莲沱村三组，地处西陵峡的中部，巍峨的“三把刀”与学校隔江相望，风光秀丽，景色宜人，是理想的育人场所。学校现服务莲沱、唐家坝、孙家河、兆吉坪、王家坪等5行政村，服务区半径为12公里，服务区人口约1万人，是夷陵区规划的一所定点保育寄宿制学校。
学校占地面积10485平方米，建筑面积4583平方米，绿化面积3000平方米。学校现有6个教学班，93名学生，专任教师17人,高级职称1人，中级职称9人，区级名师2人。
学校根据本地得天独厚的红色德育教育资源优势，以莲沱乡土教育为核心内容，以“弘扬九四文化，构建红莲校园”作为创建特色学校的突破口， “九四传薪火，红莲润心灵”是我校红莲文化打造的主体内容。近几年，学校各项工作取得长足进步。学校在2014、2016、2019、2020、2021年被评为夷陵区教育局“教育质量先进单位”。",0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/abb24219-945c-4da7-9ba7-e212f6c868a2.jpeg
