ssxzqh,bm,mc,lx,lb
420527,H42052701685,秭归县两河口镇月明山村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701686,秭归县沙镇溪镇长春村卫生室,定点医疗机构,卫生所（室）                  
420527,H42052701687,秭归县两河口镇太坪村桥头卫生室,定点医疗机构,村卫生室                      
420527,H42052701688,秭归县泄滩乡坊家山村卫生室,定点医疗机构,村卫生室                      
420527,H42052701689,秭归县沙镇溪镇千将坪村中心卫生室,定点医疗机构,卫生所（室）                  
420527,H42052701691,秭归县泄滩乡徐家山村卫生室,定点医疗机构,村卫生室                      
420527,H42052701692,秭归县泄滩乡牛口村卫生室,定点医疗机构,村卫生室                      
420527,H42052701693,秭归县泄滩乡柴家湾村卫生室,定点医疗机构,村卫生室                      
420527,H42052701695,秭归县屈原镇链子岩村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701696,秭归县屈原镇屈原村卫生室,定点医疗机构,村卫生室                      
420527,H42052701697,秭归县屈原镇凤凰溪村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701698,秭归县屈原镇长江村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701699,秭归县屈原镇北峰村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701700,秭归县屈原镇仙女坪村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701701,秭归县屈原镇铺坪中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701703,秭归县屈原镇西陵峡村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701704,秭归县屈原镇天龙村卫生室,定点医疗机构,村卫生室                      
420527,H42052701718,秭归县杨林桥镇白鹤洞村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701731,秭归县泄滩乡桂花坪村卫生室,定点医疗机构,村卫生室                      
420527,H42052701732,秭归县泄滩乡陈家坡村卫生室,定点医疗机构,村卫生室                      
420527,H42052701733,秭归县泄滩乡核桃坪村卫生室,定点医疗机构,村卫生室                      
420527,H42052701734,秭归县泄滩乡白家河村卫生室,定点医疗机构,村卫生室                      
420527,H42052701735,秭归县泄滩乡棋盘岭村卫生室,定点医疗机构,村卫生室                      
420527,H42052701736,秭归县泄滩乡徐家山村柳池子卫生室,定点医疗机构,村卫生室                      
420527,H42052701737,秭归县泄滩乡万家村卫生室,定点医疗机构,村卫生室                      
420527,H42052701738,秭归县九畹溪镇周坪村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701739,秭归县水田坝乡龙口村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701740,秭归县水田坝乡石垭村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701741,秭归县水田坝乡下坝村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701742,秭归县九畹溪镇槐树坪村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701743,秭归县九畹溪镇金凤村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701744,秭归县水田坝乡野桑坪村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701745,秭归县九畹溪镇砚窝台村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701746,秭归县水田坝乡马营村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701747,秭归县九畹溪镇界垭村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701748,秭归县水田坝乡兴合村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701749,秭归县水田坝乡王家桥村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701750,秭归县九畹溪镇仙女村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701751,秭归县九畹溪镇九畹堂村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701752,秭归县水田坝乡青蒿峪村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701753,秭归县九畹溪镇中阳坪村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701754,秭归县梅家河乡鲁家湾村中心卫生室,定点医疗机构,卫生所（室）                  
420527,H42052701755,秭归县梅家河乡尤家湾村中心卫生室,定点医疗机构,卫生所（室）                  
420527,H42052701756,秭归县九畹溪镇九畹溪村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701757,秭归县九畹溪镇峡口村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701758,秭归县水田坝乡三溪河村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701759,秭归县水田坝乡正存村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701760,秭归县九畹溪镇罗圈荒村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701761,秭归县九畹溪镇石柱村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701762,秭归县水田坝乡严坪村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701763,秭归县九畹溪镇穿心店村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701764,秭归县水田坝乡永吉村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701765,秭归县九畹溪镇桂垭村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701770,秭归县沙镇溪镇范家坪村中心卫生室,定点医疗机构,卫生所（室）                  
420527,H42052701774,秭归县两河口镇云台荒村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701776,秭归县两河口镇中心观村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701777,秭归县归州镇周家湾村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701778,秭归县两河口镇二甲村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701779,秭归县两河口镇铺庄村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701781,秭归县两河口镇白庙岭村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701782,秭归县归州镇官庄坪村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701783,秭归县杨林桥镇三渡河村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701784,秭归县杨林桥镇白岩村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701785,秭归县杨林桥镇眉毛山村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701786,秭归县杨林桥镇鼓锣坪村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701787,秭归县杨林桥镇云峰村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701788,秭归县杨林桥镇马回营村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701789,秭归县杨林桥镇杨林桥村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701790,秭归县杨林桥镇响水洞村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701791,秭归县杨林桥镇天鹅村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701792,秭归县杨林桥镇凤凰岭村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701793,秭归县杨林桥镇三台寺村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701794,秭归县杨林桥镇西阳坪村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701795,秭归县郭家坝镇西坡村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701796,秭归县郭家坝镇邓家坡村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701797,秭归县郭家坝镇楚王井村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701798,秭归县郭家坝镇牛岭村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701799,秭归县归州镇万古寺村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701800,秭归县郭家坝镇擂鼓台村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701801,秭归县郭家坝镇烟灯堡村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701802,秭归县郭家坝镇荒口坪村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701803,秭归县杨林桥镇赵家山村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701804,秭归县归州镇贾家店村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701805,秭归县郭家坝镇文化村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701806,秭归县归州镇向家店村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701807,秭归县郭家坝镇百日场村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701808,秭归县郭家坝镇桐树湾村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701809,秭归县郭家坝镇夫子头村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701810,秭归县郭家坝镇头道河村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701811,秭归县归州镇向家湾村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701812,秭归县郭家坝镇文家岩村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701813,秭归县郭家坝镇罗家坪中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701814,秭归县郭家坝镇庙垭村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701815,秭归县郭家坝镇熊家岭村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701816,秭归县郭家坝镇白云山村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701817,秭归县郭家坝镇卜庄河居委会卫生室,定点医疗机构,村卫生室                      
420527,H42052701818,秭归县郭家坝镇王家岭村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701819,秭归县归州镇彭家坡村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701820,秭归县郭家坝镇郭家坝村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701821,秭归县归州镇白果园村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701822,秭归县郭家坝镇柏杨坪村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701823,秭归县沙镇溪镇三星店村卫生室,定点医疗机构,卫生所（室）                  
420527,H42052701824,秭归县沙镇溪镇马家坝村中心卫生室,定点医疗机构,卫生所（室）                  
420527,H42052701825,秭归县沙镇溪镇树坪村中心卫生室,定点医疗机构,卫生所（室）                  
420527,H42052701826,秭归县沙镇溪镇大浴池村中心卫生室,定点医疗机构,卫生所（室）                  
420527,H42052701827,秭归县沙镇溪镇高潮村中心卫生室,定点医疗机构,卫生所（室）                  
420527,H42052701828,秭归县沙镇溪镇倒座铺村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701829,秭归县沙镇溪镇双院村中心卫生室,定点医疗机构,卫生所（室）                  
420527,H42052701830,秭归县沙镇溪镇马家山村中心卫生室,定点医疗机构,卫生所（室）                  
420527,H42052701831,秭归县沙镇溪镇乐丰村中心卫生室,定点医疗机构,卫生所（室）                  
420527,H42052701857,秭归白家新诊所,定点医疗机构,综合门诊部
420527,H42052701858,秭归王芳娴舒苑诊所,定点医疗机构,普通诊所                    
420527,H42052701875,秭归县两河口镇土珠庙村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701876,秭归县梅家河乡三掌坪村中心卫生室,定点医疗机构,卫生所（室）                  
420527,H42052701877,秭归县归州镇盐关村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701878,秭归县归州镇香溪村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052701879,秭归康齿泰孙玉新口腔诊所,定点医疗机构,口腔诊所                    
420527,H42052702003,秭归杏林园周宗信中医诊所,定点医疗机构,中医诊所                    
420527,H42052702017,秭归县归州镇屈原庙村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052702018,秭归商其高瑞云中医诊所,定点医疗机构,中医诊所                    
420527,H42052702025,秭归县茅坪镇杨贵店村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052702026,秭归县茅坪镇陈家冲村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052702027,秭归县茅坪镇中坝子村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052702028,秭归县茅坪镇滨湖居委会卫生室,定点医疗机构,村卫生室                      
420527,H42052702029,秭归县茅坪镇乔家坪村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052702030,秭归县茅坪镇九里村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052702031,秭归县茅坪镇兰陵溪村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052702032,秭归县茅坪镇庙河村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052702033,秭归县茅坪镇建东村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052702034,秭归县茅坪镇月亮包村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052702035,秭归县茅坪镇松树坳村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052702036,秭归县茅坪镇桔颂居委会卫生室,定点医疗机构,村卫生室                      
420527,H42052702037,秭归县茅坪镇泗溪村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052702038,秭归县茅坪镇溪口坪村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052702039,秭归县茅坪镇花果园村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052702040,秭归县茅坪镇罗家村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052702043,秭归县茅坪镇西楚居委会卫生室,定点医疗机构,村卫生室                      
420527,H42052702044,秭归县茅坪镇金缸城村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052702045,秭归县茅坪镇银杏沱村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052702046,秭归县茅坪镇长岭村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052702047,秭归县茅坪镇陈家坝村中心卫生室,定点医疗机构,村卫生室                      
420527,H42052702151,秭归县杰隆口腔诊所,定点医疗机构,口腔诊所                    
420527,H42052702662,秭归喻秋丽颜康中医诊所,定点医疗机构,中医诊所                    
420527,H42052702666,秭归高登虎中医诊所,定点医疗机构,普通诊所                    
420527,H42052702701,秭归县江朝清中医诊所,定点医疗机构,中医诊所                    
420527,H42052702714,秭归沉香张永功诊所,定点医疗机构,普通诊所                    
420527,H42052702785,秭归志橙李志口腔诊所,定点医疗机构,口腔诊所                    
420527,H42052702898,秭归韩裕盛东健诊所,定点医疗机构,普通诊所                    
420527,H42052702910,秭归宋发现书香诊所（个体工商户）,定点医疗机构,普通诊所                    
420527,H42052702912,秭归祁英杰杰隆口腔诊所,定点医疗机构,口腔诊所                    
420527,H42052702920,秭归王功良诊所,定点医疗机构,中医诊所                    
420527,H42052702921,秭归万秀英仁康诊所（个体工商户）,定点医疗机构,普通诊所                    
420527,H42052702970,秭归邹为荣诊所,定点医疗机构,普通诊所                    
420527,H42052703009,秭归爱牙口腔诊所有限公司,定点医疗机构,口腔诊所                    
420527,H42052703022,秭归王永枝诊所,定点医疗机构,普通诊所                    
420527,H42052703090,秭归高伊叶尔兰口腔有限公司,定点医疗机构,口腔诊所                    
420527,H42052703114,秭归栀子诊所,定点医疗机构,其他                        
420528,H42052800472,都镇湾镇龙潭坪村卫生室,定点医疗机构,卫生所（室）                  
420528,H42052800473,长阳土家族自治县龙舟坪镇卫生院  长阳土家族自治县龙舟坪镇妇幼保健计划生育服务站,定点医疗机构,乡卫生院                    
420528,H42052800474,长阳土家族自治县都镇湾镇中心卫生院,定点医疗机构,中心卫生院                  
420528,H42052800475,长阳土家族自治县高家堰镇卫生院,定点医疗机构,乡卫生院                    
420528,H42052800476,都镇湾镇立志坪村卫生室,定点医疗机构,村卫生室                      
420528,H42052800477,鸭子口乡厚浪沱村卫生室,定点医疗机构,村卫生室                      
420528,H42052800478,鸭子口乡杨溪村卫生室,定点医疗机构,村卫生室                      
420528,H42052800479,都镇湾镇晓溪村卫生室,定点医疗机构,卫生所（室）                  
420528,H42052800480,鸭子口乡静安村卫生室,定点医疗机构,村卫生室                      
420528,H42052800481,长阳土家族自治县渔峡口镇卫生院,定点医疗机构,乡卫生院                    
420528,H42052800482,都镇湾镇水竹园村卫生室4组便民医疗点,定点医疗机构,村卫生室                      
420528,H42052800483,鸭子口乡古坪村卫生室随母溪便民医疗点,定点医疗机构,村卫生室                      
420528,H42052800484,鸭子口乡楠木坪村卫生室白竹岭便民医疗点,定点医疗机构,村卫生室                      
420528,H42052800485,鸭子口乡刘坪村卫生室新桥便民医疗点,定点医疗机构,村卫生室                      
420528,H42052800486,鸭子口乡巴山村卫生室,定点医疗机构,村卫生室                      
420528,H42052800487,鸭子口乡楠木坪村卫生室,定点医疗机构,村卫生室                      
420528,H42052800488,长阳惠康医院,定点医疗机构,综合医院            
420528,H42052800489,长阳土家族自治县大堰乡卫生院,定点医疗机构,乡卫生院                    
420528,H42052800490,长阳土家族自治县贺家坪镇中心卫生院,定点医疗机构,中心卫生院                  
420528,H42052800491,渔峡口镇布政村卫生室,定点医疗机构,村卫生室                      
420528,H42052800493,火烧坪乡青树包村卫生室大漩涡便民医疗点,定点医疗机构,村卫生室                      
420528,H42052800494,都镇湾镇横山村卫生室,定点医疗机构,卫生所（室）                  
420528,H42052800496,火烧坪乡青树包村卫生室柳杨溪便民医疗点,定点医疗机构,村卫生室                      
420528,H42052800497,都镇湾镇五尖山村卫生室,定点医疗机构,村卫生室                      
420528,H42052800498,火烧坪乡黍子岭卫生室1组便民医疗点,定点医疗机构,村卫生室                      
420528,H42052800499,火烧坪乡黍子岭村卫生室赵家冲便民医疗点,定点医疗机构,村卫生室                      
420528,H42052800500,都镇湾镇璞岭村卫生室,定点医疗机构,卫生所（室）                  
420528,H42052800501,长阳土家族自治县渔峡口镇招徕河村卫生室,定点医疗机构,村卫生室                      
420528,H42052800502,火烧坪乡黍子岭村卫生室,定点医疗机构,村卫生室                      
420528,H42052800503,长阳土家族自治县鸭子口乡卫生院,定点医疗机构,乡卫生院                    
420528,H42052800504,火烧坪乡溜沙口村卫生室,定点医疗机构,村卫生室                      
420528,H42052800505,鸭子口乡古坪村卫生室,定点医疗机构,村卫生室                      
420528,H42052800506,鸭子口乡马连坪村卫生室上坪便民医疗点,定点医疗机构,村卫生室                      
420528,H42052800507,渔峡口镇龙坪村卫生室,定点医疗机构,村卫生室                      
420528,H42052800508,鸭子口乡马连坪村卫生室,定点医疗机构,村卫生室                      
420528,H42052800509,鸭子口乡天柱山村卫生室,定点医疗机构,村卫生室                      
420528,H42052800510,长阳县渔峡口镇青龙村卫生室,定点医疗机构,村卫生室                      
420528,H42052800511,长阳土家族自治县渔峡口镇西坪村卫生室,定点医疗机构,村卫生室                      
420528,H42052800512,鸭子口乡刘坪村卫生室,定点医疗机构,村卫生室                      
420528,H42052800513,长阳土家族自治县渔峡口镇岩松坪村卫生室,定点医疗机构,村卫生室                      
420528,H42052800514,渔峡口镇龙池村卫生室,定点医疗机构,村卫生室                      
420528,H42052800515,渔峡口镇高峰村卫生室,定点医疗机构,村卫生室                      
420528,H42052800516,长阳土家族自治县渔峡口镇施坪村卫生室,定点医疗机构,村卫生室                      
420528,H42052800517,渔峡口镇枝柘坪村卫生室,定点医疗机构,村卫生室                      
420528,H42052800518,渔峡口镇赵家湾村卫生室,定点医疗机构,村卫生室                      
420528,H42052800519,渔峡口镇沿坪村卫生室,定点医疗机构,村卫生室                      
420528,H42052800520,渔峡口镇梁山坝村卫生室,定点医疗机构,卫生所（室）                  
420528,H42052800521,都镇湾镇龙潭坪村4组便民医疗点,定点医疗机构,卫生所（室）                  
420528,H42052800522,长阳土家族自治县渔峡口镇板凳坳村卫生室,定点医疗机构,村卫生室                      
420528,H42052800523,都镇湾镇庄溪村卫生室宝塔便民医疗点,定点医疗机构,村卫生室                      
420528,H42052800524,长阳土家族自治县渔峡口镇渔坪村卫生室,定点医疗机构,村卫生室                      
420528,H42052800525,鸭子口乡鸭子口村卫生室,定点医疗机构,村卫生室                      
420528,H42052800526,都镇湾镇麻池村卫生室,定点医疗机构,村卫生室                      
420528,H42052800527,都镇湾镇庄溪村卫生室,定点医疗机构,村卫生室                      
420528,H42052800528,都镇湾镇重溪村卫生室,定点医疗机构,村卫生室                      
420528,H42052800529,都镇湾镇水竹园村卫生室,定点医疗机构,村卫生室                      
420528,H42052800530,都镇湾镇庄溪村卫生室庄溪集镇便民医疗点,定点医疗机构,村卫生室                      
420528,H42052800531,渔峡口镇双龙村卫生室,定点医疗机构,村卫生室                      
420528,H42052800532,都镇湾镇金福村卫生室,定点医疗机构,村卫生室                      
420528,H42052800533,长阳民众诊所,定点医疗机构,普通诊所                    
420528,H42052800534,长阳卢志仕口腔诊所,定点医疗机构,口腔诊所                    
420528,H42052800535,长阳龙舟坪天成中医诊所,定点医疗机构,普通诊所                    
420528,H42052800536,宏远口腔诊所,定点医疗机构,口腔诊所                    
420528,H42052800537,长阳宏康诊所,定点医疗机构,中医诊所                    
420528,H42052800538,长阳龙舟坪大诚诊所,定点医疗机构,普通诊所                    
420528,H42052800539,长阳宝康林诊所,定点医疗机构,普通诊所                    
420528,H42052800540,长阳爱民口腔诊所,定点医疗机构,口腔诊所                    
420528,H42052800542,长阳弘德诊所,定点医疗机构,中医诊所                    
420528,H42052800543,长阳福顺诊所,定点医疗机构,中医（综合）门诊部          
420528,H42052800546,济元堂中医诊所,定点医疗机构,中医诊所                    
420528,H42052800547,长阳聚和堂中医诊所,定点医疗机构,中医诊所                    
420528,H42052800548,长阳爱齿口腔诊所,定点医疗机构,口腔诊所                    
420528,H42052800549,长阳永艾诊所,定点医疗机构,中医诊所                    
420528,H42052800550,仁泰中医诊所,定点医疗机构,中医诊所                    
420528,H42052800552,长阳本草堂中医诊所,定点医疗机构,普通诊所                    
420528,H42052800553,长阳合汇诊所,定点医疗机构,普通诊所                    
420528,H42052800554,长阳广民诊所,定点医疗机构,中医诊所                    
420528,H42052800556,长阳厚朴诊所有限公司,定点医疗机构,中医诊所                    
420528,H42052800557,长阳宝芝林诊所,定点医疗机构,普通诊所                    
420528,H42052800558,长阳健民中医诊所,定点医疗机构,中医诊所                    
420528,H42052800559,李盈灯诊所,定点医疗机构,中西医结合诊所              
420528,H42052800561,长阳爱欣诊所,定点医疗机构,中医诊所                    
420528,H42052800563,贺家坪镇龙王冲村卫生室,定点医疗机构,村卫生室                      
420528,H42052800564,都镇湾镇峰岩村卫生室,定点医疗机构,卫生所（室）                  
420528,H42052800566,都镇湾镇城五河村卫生室,定点医疗机构,村卫生室                      
420528,H42052800567,贺家坪镇渔泉溪村卫生室,定点医疗机构,村卫生室                      
420528,H42052800568,长阳宏瑞中医诊所,定点医疗机构,中医诊所                    
420528,H42052800569,都镇湾镇樟木垒村卫生室,定点医疗机构,村卫生室                      
420528,H42052800571,长阳何贤玉诊所,定点医疗机构,普通诊所                    
420528,H42052800572,长阳郑超牙科诊所,定点医疗机构,口腔诊所                    
420528,H42052800573,长阳福笑堂中医诊所,定点医疗机构,中医诊所                    
420528,H42052800575,长阳五零五中医诊所,定点医疗机构,中医诊所                    
420528,H42052800576,都镇湾镇响石村卫生室,定点医疗机构,卫生所（室）                  
420528,H42052800577,贺家坪镇紫台村卫生室,定点医疗机构,村卫生室                      
420528,H42052800578,贺家坪镇贺家坪村卫生室,定点医疗机构,村卫生室                      
420528,H42052800579,都镇湾镇高桥村卫生室,定点医疗机构,卫生所（室）                  
420528,H42052800580,都镇湾镇杨柘坪村卫生室,定点医疗机构,卫生所（室）                  
420528,H42052800581,都镇湾镇西湾村卫生室,定点医疗机构,村卫生室                      
420528,H42052800582,都镇湾镇塘坊河村卫生室,定点医疗机构,村卫生室                      
420528,H42052800583,都镇湾镇麻池村卫生室二组便民医疗点,定点医疗机构,村卫生室                      
420528,H42052800584,贺家坪镇青岗坪村卫生室,定点医疗机构,村卫生室                      
420528,H42052800585,贺家坪镇堡镇村卫生室,定点医疗机构,村卫生室                      
420528,H42052800586,都镇湾镇朱栗山村卫生室,定点医疗机构,村卫生室                      
420528,H42052800587,贺家坪镇白沙驿村卫生室,定点医疗机构,村卫生室                      
420528,H42052800588,都镇湾镇十五溪村卫生室台子便民医疗点,定点医疗机构,村卫生室                      
420528,H42052800589,贺家坪镇中岭村卫生室,定点医疗机构,村卫生室                      
420528,H42052800590,都镇湾镇十五溪村卫生室,定点医疗机构,村卫生室                      
420528,H42052800591,贺家坪镇七里坪村卫生室,定点医疗机构,村卫生室                      
420528,H42052800592,都镇湾镇嵩水坪村卫生室,定点医疗机构,卫生所（室）                  
420528,H42052800593,长阳土家族自治县榔坪镇中心卫生院,定点医疗机构,中心卫生院                  
420528,H42052800594,长阳土家族自治县磨市镇卫生院  长阳土家族自治县磨市镇妇幼保健计划生育服务站,定点医疗机构,乡卫生院                    
420528,H42052800595,长阳土家族自治县中医院（精神病医院、民族医院）,定点医疗机构,中西医结合医院      
420528,H42052800596,长阳土家族自治县人民医院,定点医疗机构,综合医院            
420528,H42052800597,长阳土家族自治县火烧坪乡卫生院,定点医疗机构,乡卫生院                    
420528,H42052800598,长阳土家族自治县资丘镇中心卫生院（长阳土家族自治县资丘镇妇幼保健计划生育服务站）,定点医疗机构,中心卫生院                  
420528,H42052800599,长阳土家族自治县妇幼保健院,定点医疗机构,妇幼保健院                                  
420528,H42052800600,都镇湾镇沙堤村卫生室张家村便民医疗点,定点医疗机构,村卫生室                      
420528,H42052800601,都镇湾镇杜家冲村卫生室,定点医疗机构,村卫生室                      
420528,H42052800602,都镇湾镇沙堤村卫生室梅山便民医疗点,定点医疗机构,村卫生室                      
420528,H42052800603,都镇湾镇沙堤村卫生室,定点医疗机构,村卫生室                      
420528,H42052801100,都镇湾镇雪山河村卫生室,定点医疗机构,村卫生室                      
420528,H42052801102,都镇湾镇五尖山村卫生室八组便民医疗点,定点医疗机构,村卫生室                      
420528,H42052801495,长阳益善堂诊所,定点医疗机构,中医诊所                    
420528,H42052801508,长阳皮后炎中医诊所,定点医疗机构,中医诊所                    
420528,H42052801510,长阳爱尔眼科医院,定点医疗机构,眼科医院          
420528,H42052801530,夕阳红老年公寓医务室,定点医疗机构,医务室                        
420528,H42052801594,长阳勇军中医诊所,定点医疗机构,医务室                        
420528,H42052801620,长阳平康诊所,定点医疗机构,普通诊所                    
420528,H42052801632,长阳保和堂中医诊所,定点医疗机构,中医诊所                    
420528,H42052801659,都镇湾镇向王桥村卫生室,定点医疗机构,村卫生室                      
420528,H42052801898,长阳杨明德康复诊所,定点医疗机构,其他诊所                    
420528,H42052801957,长阳土家族自治县疾病预防控制中心门诊部,定点医疗机构,疾病预防控制中心                            
420528,H42052801969,长阳吕正勋诊所,定点医疗机构,普通诊所                    
420528,H42052801970,长阳济生中医诊所,定点医疗机构,中医诊所                    
420528,H42052801973,长阳高家堰辅仁中医诊所,定点医疗机构,中医诊所                    
420528,H42052802010,长阳健安诊所,定点医疗机构,中西医结合诊所              
420528,H42052802055,长阳舒康诊所,定点医疗机构,普通诊所                    
420528,H42052802087,长阳永悦诊所,定点医疗机构,中医诊所                    
420528,H42052802093,长阳秦勇中医诊所,定点医疗机构,中医诊所                    
420528,H42052802150,长阳杏林堂中医诊所,定点医疗机构,中医诊所                    
420528,H42052802217,榔坪镇秀峰桥村卫生室,定点医疗机构,村卫生室                      
420528,H42052802218,榔坪镇茶园村卫生室西坪便民医疗点,定点医疗机构,村卫生室                      
420528,H42052802219,渔峡口镇高峰村卫生室漆树坳便民医疗点,定点医疗机构,村卫生室                      
420528,H42052802220,渔峡口镇布政村卫生室牛头背便民医疗点,定点医疗机构,村卫生室                      
420528,H42052802221,榔坪镇梓榔坪村卫生室布袋冲便民医疗点,定点医疗机构,村卫生室                      
420528,H42052802222,榔坪镇八角庙村卫生室,定点医疗机构,村卫生室                      
420528,H42052802223,榔坪镇社坪村卫生室2组便民医疗点,定点医疗机构,村卫生室                      
420528,H42052802224,榔坪镇秀峰桥村卫生室土木便民医疗点,定点医疗机构,卫生所（室）                  
420528,H42052802225,榔坪镇沙地村卫生室,定点医疗机构,村卫生室                      
420528,H42052802226,榔坪镇梓榔坪村卫生室,定点医疗机构,村卫生室                      
420528,H42052802227,榔坪镇文家坪村大花田便民医疗点,定点医疗机构,村卫生室                      
420528,H42052802228,榔坪镇长丰村卫生室,定点医疗机构,村卫生室                      
420528,H42052802229,榔坪镇茶园村卫生室5组便民医疗点,定点医疗机构,村卫生室                      
