xh,jgmc,zzjgdm,jjlx,wsjglb,jgflgl,sfggwsjg,xzqh
611,五峰宁心康泰诊所,PDY29226X,民营,诊所类,营利性医疗机构,,五峰县
612,五峰郭超平百康诊所,PDY292348,民营,诊所类,营利性医疗机构,,五峰县
613,五峰阳光陈业汉益民中医诊所,PDY292360,民营,诊所类,营利性医疗机构,,五峰县
614,五峰毛先生三房坪诊所,PDY292438,民营,诊所类,营利性医疗机构,,五峰县
615,五峰荣昌诊所,PDY292388,民营,诊所类,营利性医疗机构,,五峰县
616,五峰午未堂诊所,PDY292362,民营,诊所类,营利性医疗机构,,五峰县
617,五峰叶晓三宜达口腔诊所,PDY292338,民营,诊所类,营利性医疗机构,,五峰县
618,五峰杨氏中医诊所,MACN62QQ6,民营,诊所类,营利性医疗机构,,五峰县
619,五峰智勇诊所,PDY292446,民营,诊所类,营利性医疗机构,,五峰县
620,五峰华美吴良华口腔诊所,PDY292045,民营,诊所类,营利性医疗机构,,五峰县
621,五峰牙立佳口腔诊所,PDY292395,民营,诊所类,营利性医疗机构,,五峰县
622,五峰黄家台兰氏中医诊所,PDY292198,民营,诊所类,营利性医疗机构,,五峰县
623,五峰督脉堂诊所,PDY295241,民营,诊所类,营利性医疗机构,,五峰县
624,五峰阳光黄凤池惠民中医诊所,PDY295359,民营,诊所类,营利性医疗机构,,五峰县
625,五峰西河堂中西医结合诊所,PDY295234,民营,诊所类,营利性医疗机构,,五峰县
626,五峰源清堂诊所,PDY295218,民营,诊所类,营利性医疗机构,,五峰县
627,五峰文振庆口腔诊所,PDY295361,民营,诊所类,营利性医疗机构,,五峰县
628,五峰闫娅闫医生诊所,PDY292366,民营,诊所类,营利性医疗机构,,五峰县
629,五峰刘士荣诊所,PDY295209,民营,诊所类,营利性医疗机构,,五峰县
630,五峰保德堂中医诊所店,PDY292358,民营,诊所类,营利性医疗机构,,五峰县
631,五峰芳草堂李程诊所,PDY29237A,民营,诊所类,营利性医疗机构,,五峰县
632,宜昌市夷陵区东湖高级中学（东湖校区）医务室,420199204,公立,诊所类,非营利性医疗机构,,夷陵区
633,湖北宜昌地质勘探大队卫生所,420202338,公立,诊所类,非营利性医疗机构,,夷陵区
634,宜昌市夷陵医院驻夷陵区看守所卫生所,594212704,公立,诊所类,非营利性医疗机构,,夷陵区
635,宜昌市夷陵区东城城乡统筹发展试验区鄢家河初级中学卫生站,420199060,公立,诊所类,非营利性医疗机构,,夷陵区
636,宜昌市三峡高中医务室,420202055,公立,诊所类,营利性医疗机构,,夷陵区
637,宜昌市夷陵区实验小学卫生站,PDY060274,公立,诊所类,非营利性医疗机构,,夷陵区
638,宜昌市夷陵区东湖高级中学（东城校区）医务室,420203277,公立,诊所类,非营利性医疗机构,,夷陵区
639,夷陵区直属机关幼儿园卫生站,PDY060282,公立,诊所类,非营利性医疗机构,,夷陵区
640,夷陵区小溪塔街办高中卫生站,PDY060258,公立,诊所类,非营利性医疗机构,,夷陵区
641,宜昌杨氏名康健康管理有限公司马世林诊所,MA4F3TJ12,民营,诊所类,营利性医疗机构,,夷陵区
642,冯昌高中医诊所,MA4B36GX9,民营,诊所类,营利性医疗机构,,夷陵区
643,夷陵区刘雪梅诊所,PDY060872,民营,诊所类,营利性医疗机构,,夷陵区
644,夷陵区魏巍口腔诊所,PDY060602,民营,诊所类,营利性医疗机构,,夷陵区
645,陈涛诊所,MA4CH51N6,民营,诊所类,营利性医疗机构,,夷陵区
646,胡延腊中医诊所,MA49TER86,民营,诊所类,营利性医疗机构,,夷陵区
647,覃敏口腔诊所,MA4D64GNX,民营,诊所类,营利性医疗机构,,夷陵区
648,吴耀国诊所,MACGJKAW7,民营,诊所类,营利性医疗机构,,夷陵区
649,吴丹口腔诊所,MA4D5DT46,民营,诊所类,营利性医疗机构,,夷陵区
650,周先建中医诊所,MABXHYLX6,民营,诊所类,营利性医疗机构,,夷陵区
651,赵春雷诊所,MA4CAL0L9,民营,诊所类,营利性医疗机构,,夷陵区
652,宜昌优禾口腔门诊有限公司夷陵区优禾口腔诊所,MABP2U0Y0,民营,诊所类,营利性医疗机构,,夷陵区
653,赵祖菊诊所,MA4C2U77X,民营,诊所类,营利性医疗机构,,夷陵区
654,夷陵区陈祖新诊所,PDY061007,民营,诊所类,营利性医疗机构,,夷陵区
655,夷陵区唐德芬诊所,PDY060645,民营,诊所类,营利性医疗机构,,夷陵区
656,夷陵区王圣梅诊所,PDY060821,民营,诊所类,营利性医疗机构,,夷陵区
657,夷陵区韩江南诊所,PDY061023,民营,诊所类,营利性医疗机构,,夷陵区
658,张弈中医诊所,PDY060901,民营,诊所类,营利性医疗机构,,夷陵区
659,夷陵区魏文发口腔诊所,PDY061074,民营,诊所类,营利性医疗机构,,夷陵区
660,黄河口腔诊所,MA48UFLL1,民营,诊所类,营利性医疗机构,,夷陵区
661,陈道林中医诊所,MA48XW4X4,民营,诊所类,营利性医疗机构,,夷陵区
662,彭克生中医诊所,MA4C9DKG8,民营,诊所类,营利性医疗机构,,夷陵区
663,谭井发诊所,MA4CFP240,民营,诊所类,营利性医疗机构,,夷陵区
664,王自国中医诊所,MACH1L445,民营,诊所类,营利性医疗机构,,夷陵区
665,邹荣濂中医诊所,MA48EDGW7,民营,诊所类,营利性医疗机构,,夷陵区
666,朱国荣诊所,MA4E35HC3,民营,诊所类,营利性医疗机构,,夷陵区
667,宜昌航衍欣医院有限公司杨云诊所,MA49N8CW8,民营,诊所类,营利性医疗机构,,夷陵区
668,宜昌鋮金岭医院有限公司张圆口腔诊所,MA7F89837,民营,诊所类,营利性医疗机构,,夷陵区
669,李丽口腔门诊部,MA49NKA9X,民营,诊所类,营利性医疗机构,,夷陵区
670,黄定南诊所,MA4DBTTP4,民营,诊所类,营利性医疗机构,,夷陵区
671,夷陵区史俊杰诊所,PDY060848,民营,诊所类,营利性医疗机构,,夷陵区
672,夷陵区望作珊中医诊所,PDY061146,民营,诊所类,营利性医疗机构,,夷陵区
673,夷陵区谭复鑫中医诊所,PDY06112X,民营,诊所类,营利性医疗机构,,夷陵区
674,梅大洪中医诊所,PDY00465H,民营,诊所类,营利性医疗机构,,夷陵区
675,湖北中汉口腔医疗有限公司夷陵区中汉口腔门诊部,MA49JAR05,民营,诊所类,营利性医疗机构,,夷陵区
676,胡明祥中医诊所,MA4A6C682,民营,诊所类,营利性医疗机构,,夷陵区
677,邓大培中医诊所,MA4DDEWK2,民营,诊所类,营利性医疗机构,,夷陵区
678,汪宏伟诊所,MA48U18K2,民营,诊所类,营利性医疗机构,,夷陵区
679,肖运恒中医诊所,MA48JBCQ4,民营,诊所类,营利性医疗机构,,夷陵区
680,宋发明诊所,MA48X9U66,民营,诊所类,营利性医疗机构,,夷陵区
681,宜昌谷瑞生态旅游开发有限公司聂邦汉中医诊所,MA4F44CQX,民营,诊所类,营利性医疗机构,,夷陵区
682,宜昌德善堂汉宜路诊所,MAC504FG0,民营,诊所类,营利性医疗机构,,夷陵区
683,宜昌采之林大药房零售连锁有限公司润城店郭宏尧中医诊所,MA49P17B6,民营,诊所类,营利性医疗机构,,夷陵区
684,于磊诊所,MA4EXED91,民营,诊所类,营利性医疗机构,,夷陵区
685,宜昌宏泰大药房医药连锁有限公司冯坤洲中医诊所,MACCEAAG8,民营,诊所类,营利性医疗机构,,夷陵区
686,湖北圣帝恒安药材有限公司梅林中医门诊部,MAC1NMDT5,民营,诊所类,营利性医疗机构,,夷陵区
687,卢启华口腔诊所,PDY060565,民营,诊所类,营利性医疗机构,,夷陵区
688,韩江平诊所,MA48CMMW9,民营,诊所类,营利性医疗机构,,夷陵区
689,夷陵区何金宝诊所,PDY061226,民营,诊所类,营利性医疗机构,,夷陵区
690,夷陵区张波口腔诊所,PDY06120X,民营,诊所类,营利性医疗机构,,夷陵区
691,章儒嘉诊所,MA48X5R15,民营,诊所类,营利性医疗机构,,夷陵区
692,杜河山中医诊所,MA48TFB6X,民营,诊所类,营利性医疗机构,,夷陵区
693,卢祥兵诊所,MAC2CQJY6,民营,诊所类,营利性医疗机构,,夷陵区
694,王仁东诊所,MA4CB5439,民营,诊所类,营利性医疗机构,,夷陵区
695,乔能平诊所,MA4CMNFE8,民营,诊所类,营利性医疗机构,,夷陵区
696,秦长序中医诊所,MA4BMREX7,民营,诊所类,营利性医疗机构,,夷陵区
697,宜昌德济医疗美容有限公司小溪塔德济口腔诊所,MA4F25EX1,民营,诊所类,营利性医疗机构,,夷陵区
698,张昌桥诊所,MA4C1JTT4,民营,诊所类,营利性医疗机构,,夷陵区
699,宜昌炎黄上医堂医疗科技有限公司郭氏上医堂诊所,MA4F3YAR1,民营,诊所类,营利性医疗机构,,夷陵区
700,张昌保中医诊所,MA4A77LD0,民营,诊所类,营利性医疗机构,,夷陵区
701,宜昌裕榕明珠路中医诊所,MABYOLJT3,民营,诊所类,营利性医疗机构,,夷陵区
702,望云锋口腔诊所,MA4B1WEX6,民营,诊所类,营利性医疗机构,,夷陵区
703,夷陵区卢祥勇诊所,PDY060944,民营,诊所类,营利性医疗机构,,夷陵区
704,夷陵区马尚飞诊所,PDY060688,民营,诊所类,营利性医疗机构,,夷陵区
705,夷陵区邓官珍口腔诊所,PDY060573,民营,诊所类,营利性医疗机构,,夷陵区
706,夷陵区闫大勇诊所,PDY060856,民营,诊所类,营利性医疗机构,,夷陵区
707,卢大棒口腔诊所,MA48UEBC1,民营,诊所类,营利性医疗机构,,夷陵区
708,陈万权中医诊所,MA4AHW4J4,民营,诊所类,营利性医疗机构,,夷陵区
709,胡龙生诊所,MA4EKQK1H,民营,诊所类,营利性医疗机构,,夷陵区
710,郝光超诊所,MA4EATPK3,民营,诊所类,营利性医疗机构,,夷陵区
711,裴晓丹诊所,MA7KRW8L5,民营,诊所类,营利性医疗机构,,夷陵区
712,宜昌夷宁大药房有限公司王继信中医诊所,MABY09B10,民营,诊所类,营利性医疗机构,,夷陵区
713,赵长芬口腔诊所,MA4EH3PK0,民营,诊所类,营利性医疗机构,,夷陵区
714,夷陵区周光生诊所,PDY06083X,民营,诊所类,营利性医疗机构,,夷陵区
715,夷陵区卢俊林诊所,PDY060784,民营,诊所类,营利性医疗机构,,夷陵区
716,夷陵区王培胜诊所,PDY060557,民营,诊所类,营利性医疗机构,,夷陵区
717,胡轩盲人医疗按摩所,PDY00480H,民营,诊所类,营利性医疗机构,,夷陵区
718,郭昌宜诊所,MA4EGN9M4,民营,诊所类,营利性医疗机构,,夷陵区
719,郭轩彤诊所,MAC6E8BK6,民营,诊所类,营利性医疗机构,,夷陵区
720,胡学庆中医诊所,MAC1WTG21,民营,诊所类,营利性医疗机构,,夷陵区
721,吴兴隆中医诊所,MA4DUJU7X,民营,诊所类,营利性医疗机构,,夷陵区
722,谭肇毅中医诊所,MA48U02G9,民营,诊所类,营利性医疗机构,,夷陵区
723,朱天明诊所,MABMB9G46,民营,诊所类,营利性医疗机构,,夷陵区
724,宜昌宏泰大药房医药连锁有限公司陈友明中医诊所,MACD1DGR4,民营,诊所类,营利性医疗机构,,夷陵区
725,宜昌润城刘姝君中医诊所,MABYGMM64,民营,诊所类,营利性医疗机构,,夷陵区
726,宜昌长江市场商业管理有限公司医务室,770781667,民营,诊所类,营利性医疗机构,,夷陵区
727,王小丽口腔诊所,MA4DBYU85,民营,诊所类,营利性医疗机构,,夷陵区
728,夷陵区史俊召口腔诊所,PDY061189,民营,诊所类,营利性医疗机构,,夷陵区
729,夷陵区倪文春口腔诊所,PDY061197,民营,诊所类,营利性医疗机构,,夷陵区
730,夷陵区易清平诊所,PDY06091X,民营,诊所类,营利性医疗机构,,夷陵区
731,董俊松口腔诊所,MA4DD5BD7,民营,诊所类,营利性医疗机构,,夷陵区
732,陈天龙中医诊所,MA49J3143,民营,诊所类,营利性医疗机构,,夷陵区
733,乔鹏诊所,MA4DW86C9,民营,诊所类,营利性医疗机构,,夷陵区
734,望锋诊所,MA48W0057,民营,诊所类,营利性医疗机构,,夷陵区
735,宜昌爱齿康口腔门诊有限公司郑晓云口腔诊所,MABWP8Y19,民营,诊所类,营利性医疗机构,,夷陵区
736,宜昌耀衍华医院有限责任公司杜玲诊所,MA49HQQP6,民营,诊所类,营利性医疗机构,,夷陵区
737,郑华鹏诊所,MA4B2CTHI,民营,诊所类,营利性医疗机构,,夷陵区
738,周锦玲诊所,MA7M0ANDX,民营,诊所类,营利性医疗机构,,夷陵区
739,王兴龙诊所,MA48UY7Y0,民营,诊所类,营利性医疗机构,,夷陵区
740,祁玉琳诊所,MA4CLRP10,民营,诊所类,营利性医疗机构,,夷陵区
741,湖北善方堂国医馆连锁集团有限公司夷陵善方堂中医诊所,MA7M1M0K9,民营,诊所类,营利性医疗机构,,夷陵区
742,夷陵区万正云诊所,PDY060629,民营,诊所类,营利性医疗机构,,夷陵区
743,夷陵区卢志阳口腔诊所,PDY060610,民营,诊所类,营利性医疗机构,,夷陵区
744,张爱裕口腔诊所,MA4EBUJY8,民营,诊所类,营利性医疗机构,,夷陵区
745,胡运华诊所,MA4EECHP9,民营,诊所类,营利性医疗机构,,夷陵区
746,夷陵区戈自仁诊所,PDY951472,民营,诊所类,营利性医疗机构,,夷陵区
747,夷陵区左家荣口腔诊所,PDY00263X,民营,诊所类,营利性医疗机构,,夷陵区
748,夷陵地质口腔门诊部,MA48CJEQ0,民营,诊所类,营利性医疗机构,,夷陵区
749,夷陵区尹光宝诊所,PDY061058,民营,诊所类,非营利性医疗机构,,夷陵区
750,夷陵区邓可化中医诊所,MA4C2NUMX,民营,诊所类,营利性医疗机构,,夷陵区
751,夷陵区罗贤明诊所,PDY951536,民营,诊所类,营利性医疗机构,,夷陵区
752,夷陵区梁自明口腔诊所,PDY951501,民营,诊所类,营利性医疗机构,,夷陵区
753,夷陵区李玉珍诊所,PDY003528,民营,诊所类,营利性医疗机构,,夷陵区
754,夷陵区易鹏飞诊所,PDY003720,民营,诊所类,营利性医疗机构,,夷陵区
755,夷陵区杨兰英诊所,PDY951405,民营,诊所类,营利性医疗机构,,夷陵区
756,夷陵区陈敏口腔诊所,PDY060434,民营,诊所类,非营利性医疗机构,,夷陵区
757,夷陵区冯德仕诊所,L32104675,民营,诊所类,营利性医疗机构,,夷陵区
758,夷陵区刘远朝诊所,PDY951528,民营,诊所类,营利性医疗机构,,夷陵区
759,夷陵区张翔口腔诊所,PDY002752,民营,诊所类,营利性医疗机构,,夷陵区
760,夷陵区谢德菊口腔诊所,PDY951392,民营,诊所类,营利性医疗机构,,夷陵区
761,宜昌市市直机关卫生所,420178817,公立,诊所类,非营利性医疗机构,,西陵区
762,国药葛洲坝金安岭门诊部,00382710X,公立,诊所类,非营利性医疗机构,,西陵区
763,国药西坝建设路卫生所,PDY933442,公立,诊所类,非营利性医疗机构,,西陵区
764,长江三峡实业有限公司西坝卫生所,PDY070448,公立,诊所类,非营利性医疗机构,,西陵区
765,宜昌市疾病预防控制中心高新区门诊部,PDY846779,公立,诊所类,非营利性医疗机构,,西陵区
766,宜昌高新区东山社区卫生服务中心免疫接种门诊,PDY846138,公立,诊所类,非营利性医疗机构,,西陵区
767,宜昌高新区东山社区卫生服务中心楠海花园免疫接种门诊,PDY846189,公立,诊所类,非营利性医疗机构,,西陵区
768,宜昌市桃花岭幼儿园医务室,PDY020651,公立,诊所类,非营利性医疗机构,,西陵区
769,宜昌市人文艺术高中卫生站,PDY021988,公立,诊所类,非营利性医疗机构,,西陵区
770,宜昌市儿童福利院医务室,PDY934429,公立,诊所类,非营利性医疗机构,,西陵区
771,宜昌市童欣幼儿园卫生站,PDY021611,公立,诊所类,非营利性医疗机构,,西陵区
772,三峡电力职业学院医务室,PDY015422,公立,诊所类,非营利性医疗机构,,西陵区
773,宜昌市第五中学卫生站,PDY022008,公立,诊所类,非营利性医疗机构,,西陵区
774,武汉大学口腔医院宜昌门诊部,PDY029517,公立,诊所类,非营利性医疗机构,,西陵区
775,宜昌市葛洲坝中学卫生站,PDY846277,公立,诊所类,非营利性医疗机构,,西陵区
776,宜昌高新区施济诊所,PDY846891,民营,诊所类,营利性医疗机构,,西陵区
777,宜昌高新品胜门诊部,PDY846760,民营,诊所类,营利性医疗机构,,西陵区
778,宜昌高新王祖芹中医诊所,PDY846154,民营,诊所类,营利性医疗机构,,西陵区
779,宜昌西陵高峡诊所,MA4B25YC3,民营,诊所类,营利性医疗机构,,西陵区
780,宜昌市美年大健康管理有限公司华祥综合门诊部,MA48YP144,民营,诊所类,营利性医疗机构,,西陵区
781,宜昌爱康卓悦综合门诊部,MA491Y6J4,民营,诊所类,营利性医疗机构,,西陵区
782,湖北宜草堂业泰中医诊所有限责任公司东山诊所,PDY932992,民营,诊所类,营利性医疗机构,,西陵区
783,宜昌西陵九灵诊所,PDY933856,民营,诊所类,营利性医疗机构,,西陵区
784,宜昌高新清潇诊所,MA4B357M9,民营,诊所类,营利性医疗机构,,西陵区
785,宜昌宜鸿美门诊部,PDY846795,民营,诊所类,营利性医疗机构,,西陵区
786,宜昌西陵云济诊所,MACHA9WB7,民营,诊所类,营利性医疗机构,,西陵区
787,宜昌西陵康明诊所,MA4B19477,民营,诊所类,营利性医疗机构,,西陵区
788,宜昌楠海花园诊所,MA4B2LJE8,民营,诊所类,营利性医疗机构,,西陵区
789,宜昌高新汇康诊所,PDY846904,民营,诊所类,营利性医疗机构,,西陵区
790,宜昌高新江峡诊所,L04163934,民营,诊所类,营利性医疗机构,,西陵区
791,宜昌高新同心诊所,MA4B2J5B9,民营,诊所类,营利性医疗机构,,西陵区
792,宜昌葛洲坝康逸门诊部,MA49UWQQ1,民营,诊所类,营利性医疗机构,,西陵区
793,宜昌西陵学府中医诊所,MABY927U2,民营,诊所类,营利性医疗机构,,西陵区
794,宜昌爱合口腔医院维艺东山门诊部,MA490GT51,民营,诊所类,营利性医疗机构,,西陵区
795,宜昌西陵中南口腔医院葛洲坝门诊部,MADJ6R5L8,民营,诊所类,营利性医疗机构,,西陵区
796,宜昌西陵百草堂诊所,MA4C23PY1,民营,诊所类,营利性医疗机构,,西陵区
797,宜昌高新韩莉丽口腔诊所,MACTX1QK7,民营,诊所类,营利性医疗机构,,西陵区
798,宜昌西陵刘勇中医诊所,MADW5N632,民营,诊所类,营利性医疗机构,,西陵区
799,宜昌西陵金缔口腔门诊部,PDY932941,民营,诊所类,营利性医疗机构,,西陵区
800,宜昌西陵绿萝路口腔诊所,PDY020408,民营,诊所类,营利性医疗机构,,西陵区
801,宜昌西陵凝脂医疗美容诊所,MABXBHRH4,民营,诊所类,营利性医疗机构,,西陵区
802,宜昌高新美立刻口腔门诊部,PDY845960,民营,诊所类,营利性医疗机构,,西陵区
803,宜昌西陵聚杏堂中医诊所,PDY932757,民营,诊所类,营利性医疗机构,,西陵区
804,宜昌西陵仁健中医门诊部,780913109,民营,诊所类,营利性医疗机构,,西陵区
805,宜昌西陵仁济口腔门诊部,PDY933901,民营,诊所类,营利性医疗机构,,西陵区
806,宜昌高新益齿生口腔门诊部,PDY846293,民营,诊所类,营利性医疗机构,,西陵区
807,宜昌高新益民诊所,MA49UTML7,民营,诊所类,营利性医疗机构,,西陵区
808,宜昌西陵瑞茗医疗美容门诊部,PDY020627,民营,诊所类,营利性医疗机构,,西陵区
809,宜昌高新汪万年东山口腔门诊部,PDY026420,民营,诊所类,营利性医疗机构,,西陵区
810,宜昌西陵宜美之源医疗美容诊所,MADXJ9W53,民营,诊所类,营利性医疗机构,,西陵区
811,宜昌西陵济仁诊所,PDY021152,民营,诊所类,营利性医疗机构,,西陵区
812,宜昌雅贝康口腔门诊部,PDY847368,民营,诊所类,营利性医疗机构,,西陵区
813,宜昌西陵东西南北中诊所,L64221948,民营,诊所类,非营利性医疗机构,,西陵区
814,宜昌西陵冯口中医诊所,MABR9H9Y2,民营,诊所类,营利性医疗机构,,西陵区
815,宜昌西陵皓兴口腔诊所,PDY93383X,民营,诊所类,营利性医疗机构,,西陵区
816,宜昌西陵潘清口腔诊所,MA4CQRGD9,民营,诊所类,营利性医疗机构,,西陵区
817,宜昌西陵民康中医诊所,PDY02138X,民营,诊所类,营利性医疗机构,,西陵区
818,宜昌咿呀水悦口腔门诊部,PDY846808,民营,诊所类,营利性医疗机构,,西陵区
819,宜昌邦和中西医结合诊所,MADXEBFU8,民营,诊所类,营利性医疗机构,,西陵区
820,宜昌西陵睿呈中医诊所,MAE4LXPL1,民营,诊所类,营利性医疗机构,,西陵区
821,宜昌初见医疗美容诊所,PDY846840,民营,诊所类,营利性医疗机构,,西陵区
822,宜昌西陵星宜诊所,PDY846832,民营,诊所类,营利性医疗机构,,西陵区
823,武汉显赫医疗美容宜昌分诊所,PDY846867,民营,诊所类,营利性医疗机构,,西陵区
824,宜昌雍禾医疗美容诊所,PDY846859,民营,诊所类,营利性医疗机构,,西陵区
825,宜昌高新蒋仁智中医诊所,MA7GFRXT7,民营,诊所类,营利性医疗机构,,西陵区
826,宜昌东山花园诊所,PDY933725,民营,诊所类,营利性医疗机构,,西陵区
827,宜昌高新康城诊所,PDY106420,民营,诊所类,营利性医疗机构,,西陵区
828,宜昌高新鸿盛源门诊部,PDY846162,民营,诊所类,营利性医疗机构,,西陵区
829,宜昌高新众大汇口腔诊所,PDY846146,民营,诊所类,营利性医疗机构,,西陵区
830,宜昌西陵冯春丽医疗美容诊所,MAC63313X,民营,诊所类,营利性医疗机构,,西陵区
831,宜昌西陵锦绣嘉苑中医诊所,MADE9PDW5,民营,诊所类,营利性医疗机构,,西陵区
832,宜昌西陵怡源诊所,MA4C6N7F8,民营,诊所类,营利性医疗机构,,西陵区
833,宜昌西陵爱齿康口腔诊所,MA4CKX952,民营,诊所类,营利性医疗机构,,西陵区
834,宜昌西陵蝶变矫正牙科诊所,PDY020280,民营,诊所类,营利性医疗机构,,西陵区
835,宜昌西陵嘉美娜医疗美容诊所,MADBUHU60,民营,诊所类,营利性医疗机构,,西陵区
836,宜昌西陵仁泰口腔诊所,PDY020248,民营,诊所类,营利性医疗机构,,西陵区
837,宜昌西陵康圆诊所,PDY020010,民营,诊所类,营利性医疗机构,,西陵区
838,宜昌西陵瑞祥中医诊所,PDY080312,民营,诊所类,营利性医疗机构,,西陵区
839,宜昌西陵医仁诊所,PDY933530,民营,诊所类,营利性医疗机构,,西陵区
840,宜昌西陵芷心堂中医（综合）诊所,PDY93391X,民营,诊所类,营利性医疗机构,,西陵区
841,宜昌西陵美思特口腔门诊部,MA4DDDL73,民营,诊所类,营利性医疗机构,,西陵区
842,宜昌西陵适美口腔诊所,MA4D40YX4,民营,诊所类,营利性医疗机构,,西陵区
843,宜昌西陵榕树家素龄绿萝中医诊所,MA4F4UE86,民营,诊所类,营利性医疗机构,,西陵区
844,宜昌高新健民诊所,MA4AHE848,民营,诊所类,营利性医疗机构,,西陵区
845,宜昌高新在心聚德中医诊所,PDY847173,民营,诊所类,营利性医疗机构,,西陵区
846,宜昌美美口腔诊所东山店,MAD78G864,民营,诊所类,营利性医疗机构,,西陵区
847,宜昌西陵鸿雅堂诊所,PDY020328,民营,诊所类,营利性医疗机构,,西陵区
848,宜昌西陵悦美口腔诊所,MACUDAF34,民营,诊所类,营利性医疗机构,,西陵区
849,宜昌西陵唐家湾辰康中医（综合）诊所,MAD3HQCY1,民营,诊所类,营利性医疗机构,,西陵区
850,宜昌西陵赵家湾诊所,PDY933231,民营,诊所类,营利性医疗机构,,西陵区
851,宜昌果园一路曾义诊所,MA4B16UL9,民营,诊所类,营利性医疗机构,,西陵区
852,宜昌西陵康贝口腔门诊部,PDY933389,民营,诊所类,营利性医疗机构,,西陵区
853,宜昌西陵白龙诊所,L13628983,民营,诊所类,营利性医疗机构,,西陵区
854,宜昌西陵珀菲娅医疗美容诊所,MACD8DKD3,民营,诊所类,营利性医疗机构,,西陵区
855,宜昌西陵华康诊所,PDY020715,民营,诊所类,营利性医疗机构,,西陵区
856,宜昌梦戴维门诊部,PDY020475,民营,诊所类,营利性医疗机构,,西陵区
857,宜昌西陵益药中医诊所,PDY022155,民营,诊所类,营利性医疗机构,,西陵区
858,宜昌西陵陈鹏中医（综合）诊所,PDY933864,民营,诊所类,营利性医疗机构,,西陵区
859,宜昌西陵启明星诊所,MA4995056,民营,诊所类,营利性医疗机构,,西陵区
860,宜昌西陵夏景中医诊所,PDY933872,民营,诊所类,营利性医疗机构,,西陵区
861,宜昌咿呀口腔门诊部,MA49A88BX,民营,诊所类,营利性医疗机构,,西陵区
862,宜昌西陵仁爱中医诊所,MA7LE3PH1,民营,诊所类,营利性医疗机构,,西陵区
863,宜昌西陵七彩阳光度假养老公寓卫生所,PDY933565,民营,诊所类,非营利性医疗机构,,西陵区
864,宜昌高新布耐德中医诊所,PDY846269,民营,诊所类,营利性医疗机构,,西陵区
865,宜昌高新美美口腔诊所,PDY933477,民营,诊所类,营利性医疗机构,,西陵区
866,宜昌高新孙翔健安诊所,PDY846074,民营,诊所类,营利性医疗机构,,西陵区
867,宜昌高新祝哲口腔诊所,MACGL64XX,民营,诊所类,营利性医疗机构,,西陵区
868,宜昌西陵樵湖诊所,MA4F3GNC2,民营,诊所类,营利性医疗机构,,西陵区
869,宜昌西陵隆康诊所,PDY028135,民营,诊所类,营利性医疗机构,,西陵区
870,宜昌西陵寿慈中医诊所,PDY028039,民营,诊所类,营利性医疗机构,,西陵区
871,宜昌西陵笑访诊所,PDY026455,民营,诊所类,营利性医疗机构,,西陵区
872,宜昌西陵信誉诊所,PDY020467,民营,诊所类,营利性医疗机构,,西陵区
873,宜昌西陵龚翠芸诊所,PDY080195,民营,诊所类,营利性医疗机构,,西陵区
874,宜昌西陵莫伽芊吉医疗美容诊所,MADKL66X8,民营,诊所类,营利性医疗机构,,西陵区
875,宜昌西陵长寿康诊所,PDY933178,民营,诊所类,营利性医疗机构,,西陵区
876,宜昌西陵睿智中医诊所,PDY933899,民营,诊所类,营利性医疗机构,,西陵区
877,宜昌西陵宜乐美口腔诊所,MA4F026B1,民营,诊所类,营利性医疗机构,,西陵区
878,宜昌西陵忠善堂中医诊所,PDY933880,民营,诊所类,营利性医疗机构,,西陵区
879,宜昌芃吉医疗美容诊所,MA496RE75,民营,诊所类,营利性医疗机构,,西陵区
880,宜昌西陵田开科中医诊所,MAC5H2968,民营,诊所类,营利性医疗机构,,西陵区
881,宜昌高新颜照析诊所,PDY846920,民营,诊所类,营利性医疗机构,,西陵区
882,宜昌高新民康诊所,PDY932976,民营,诊所类,营利性医疗机构,,西陵区
883,宜昌高新钟婧薇诊所,PDY846197,民营,诊所类,营利性医疗机构,,西陵区
884,宜昌高新利和堂诊所,PDY126421,民营,诊所类,营利性医疗机构,,西陵区
885,宜昌西陵万杰口腔诊所,PDY934082,民营,诊所类,营利性医疗机构,,西陵区
886,宜昌西陵长健诊所,PDY932845,民营,诊所类,营利性医疗机构,,西陵区
887,宜昌西陵卓雅医疗美容门诊部,MAC9NF6G2,民营,诊所类,营利性医疗机构,,西陵区
888,宜昌西陵康顺诊所,PDY028522,民营,诊所类,营利性医疗机构,,西陵区
889,宜昌西陵心脑未来中医诊所,MADBXB692,民营,诊所类,营利性医疗机构,,西陵区
890,宜昌西陵圣荣康盲医按摩诊所,PDY93340X,民营,诊所类,营利性医疗机构,,西陵区
891,宜昌西陵福宁门诊部,737927943,民营,诊所类,营利性医疗机构,,西陵区
892,宜昌西陵澳妍医疗美容诊所,MAD95RKX7,民营,诊所类,营利性医疗机构,,西陵区
893,宜昌西陵益民诊所,MA48TTNY3,民营,诊所类,营利性医疗机构,,西陵区
894,宜昌西陵佳诚口腔诊所,PDY020993,民营,诊所类,营利性医疗机构,,西陵区
895,宜昌西陵云夷诊所,PDY021400,民营,诊所类,营利性医疗机构,,西陵区
896,宜昌西陵博美医疗美容诊所,PDY93295X,民营,诊所类,营利性医疗机构,,西陵区
