xh,jgmc,wsjglb,xzqh,mzzlrc,bz,tjsj
1398,红花套镇渔洋溪村卫生室,村卫生室（所）,宜都市,5878,,2025.6
1399,五眼泉镇荷叶溪村卫生室,村卫生室（所）,宜都市,5719,,2025.6
1400,聂家河镇肖家隘村卫生室,村卫生室（所）,宜都市,12474,,2025.6
1401,潘家湾土家族乡南冲村卫生室,村卫生室（所）,宜都市,9633,,2025.6
1402,红花套镇周家河村卫生室,村卫生室（所）,宜都市,6011,,2025.6
1403,姚家店镇长岭岗村卫生室,村卫生室（所）,宜都市,6975,,2025.6
1404,松木坪镇双井寺村卫生室,村卫生室（所）,宜都市,11265,,2025.6
1405,枝城镇环城村卫生室,村卫生室（所）,宜都市,3463,,2025.6
1406,陆城街道十里铺村卫生室,村卫生室（所）,宜都市,15238,,2025.6
1407,陆城街道龙窝村卫生室,村卫生室（所）,宜都市,4991,,2025.6
1408,姚家店镇红湖社区卫生室,村卫生室（所）,宜都市,6746,,2025.6
1409,姚家店镇过路滩村卫生室,村卫生室（所）,宜都市,5870,,2025.6
1410,枝城镇六里冲村卫生室,村卫生室（所）,宜都市,5600,,2025.6
1411,枝城镇何阳店村卫生室,村卫生室（所）,宜都市,8528,,2025.6
1412,松木坪镇庙河村卫生室,村卫生室（所）,宜都市,6673,,2025.6
1413,红花套镇鄢家沱村卫生室,村卫生室（所）,宜都市,9050,,2025.6
1414,红花套镇吴家岗村卫生室,村卫生室（所）,宜都市,12586,,2025.6
1415,松木坪镇徐家湾村卫生室,村卫生室（所）,宜都市,14310,,2025.6
1416,高坝洲镇中光社区卫生室,村卫生室（所）,宜都市,2532,,2025.6
1417,王家畈镇小河村卫生室,村卫生室（所）,宜都市,8944,,2025.6
1418,王家畈镇下堡村卫生室,村卫生室（所）,宜都市,8276,,2025.6
1419,王家畈镇双河桥村卫生室,村卫生室（所）,宜都市,12460,,2025.6
1420,王家畈镇十三尖村卫生室,村卫生室（所）,宜都市,6187,,2025.6
1421,王家畈镇古水坪村卫生室,村卫生室（所）,宜都市,8460,,2025.6
1422,红花套镇杨家畈村卫生室,村卫生室（所）,宜都市,8533,,2025.6
1423,红花套镇大溪村卫生室,村卫生室（所）,宜都市,3910,,2025.6
1424,潘家湾土家族乡沈家冲村卫生室,村卫生室（所）,宜都市,7776,,2025.6
1425,五眼泉镇弥水桥村卫生室,村卫生室（所）,宜都市,6981,,2025.6
1426,五眼泉镇鸡头山村卫生室,村卫生室（所）,宜都市,9526,,2025.6
1427,潘家湾土家族乡杉木坑村卫生室,村卫生室（所）,宜都市,8118,,2025.6
1428,枝城镇纸坊冲村卫生室,村卫生室（所）,宜都市,7073,,2025.6
1429,松木坪镇江家湾村卫生室,村卫生室（所）,宜都市,8071,,2025.6
1430,枝城镇阳合岭村卫生室,村卫生室（所）,宜都市,6026,,2025.6
1431,枝城镇洋津畈村卫生室,村卫生室（所）,宜都市,7316,,2025.6
1432,陆城街道三江村卫生室,村卫生室（所）,宜都市,2037,,2025.6
1433,聂家河镇凤凰池村卫生室,村卫生室（所）,宜都市,6613,,2025.6
1434,聂家河镇丁家坪村卫生室,村卫生室（所）,宜都市,3865,,2025.6
1435,枝城镇梁家畈村卫生室,村卫生室（所）,宜都市,5001,,2025.6
1436,枝城镇架锅山村卫生室,村卫生室（所）,宜都市,7069,,2025.6
1437,枝城镇白水港村卫生室,村卫生室（所）,宜都市,6230,,2025.6
1438,高坝洲镇陈家岗村卫生室,村卫生室（所）,宜都市,9387,,2025.6
1439,聂家河镇聂家河村卫生室,村卫生室（所）,宜都市,5642,,2025.6
1440,松木坪镇松木坪村卫生室,村卫生室（所）,宜都市,12986,,2025.6
1441,松木坪镇彭家桥村卫生室,村卫生室（所）,宜都市,10335,,2025.6
1442,松木坪镇泉水垱村卫生室,村卫生室（所）,宜都市,11812,,2025.6
1443,潘家湾土家族乡梁山村卫生室,村卫生室（所）,宜都市,7645,,2025.6
1444,枝城镇余家桥村卫生室,村卫生室（所）,宜都市,10522,,2025.6
1445,枝城镇钟家冲村卫生室,村卫生室（所）,宜都市,5135,,2025.6
1446,枝城镇官垱村卫生室,村卫生室（所）,宜都市,5153,,2025.6
1447,陆城街道中笔社区卫生室,村卫生室（所）,宜都市,4028,,2025.6
1448,枝城镇洋溪村卫生室,村卫生室（所）,宜都市,9965,,2025.6
1449,潘家湾土家族乡吕家坳村卫生室,村卫生室（所）,宜都市,9952,,2025.6
1450,姚家店镇莲花堰社区卫生室,村卫生室（所）,宜都市,8119,,2025.6
1451,五眼泉镇庙岗村卫生室,村卫生室（所）,宜都市,9116,,2025.6
1452,枝城镇官坪村卫生室,村卫生室（所）,宜都市,3986,,2025.6
1453,枝城镇大堰堤村卫生室,村卫生室（所）,宜都市,10506,,2025.6
1454,陆城街道太保湖村卫生室,村卫生室（所）,宜都市,5688,,2025.6
1455,潘家湾土家族乡将军山村卫生室,村卫生室（所）,宜都市,8440,,2025.6
1456,聂家河镇白家淌村卫生室,村卫生室（所）,宜都市,3461,,2025.6
1457,王家畈镇樟桂岭村卫生室,村卫生室（所）,宜都市,9657,,2025.6
1458,高坝洲镇天平山村卫生室,村卫生室（所）,宜都市,9293,,2025.6
1459,王家畈镇夏家湾村卫生室,村卫生室（所）,宜都市,6164,,2025.6
1460,聂家河镇柑子园村卫生室,村卫生室（所）,宜都市,5229,,2025.6
1461,枝城镇龙王台村卫生室,村卫生室（所）,宜都市,6668,,2025.6
1462,枝城镇赤溪河村卫生室,村卫生室（所）,宜都市,4757,,2025.6
1463,姚家店镇油榨坪村卫生室,村卫生室（所）,宜都市,6798,,2025.6
1464,枝城镇沿江村卫生室,村卫生室（所）,宜都市,4830,,2025.6
1465,枝城镇三板湖村卫生室,村卫生室（所）,宜都市,7384,,2025.6
1466,枝城镇泉水河村卫生室,村卫生室（所）,宜都市,7228,,2025.6
1467,潘家湾土家族乡栗树垴村卫生室,村卫生室（所）,宜都市,9387,,2025.6
1468,红花套镇窑坡垴村卫生室,村卫生室（所）,宜都市,7221,,2025.6
1469,姚家店镇黄莲头村卫生室,村卫生室（所）,宜都市,5448,,2025.6
1470,聂家河镇肖家岗村卫生室,村卫生室（所）,宜都市,6547,,2025.6
1471,枝城镇解家冲村卫生室,村卫生室（所）,宜都市,3954,,2025.6
1472,枝城镇九道河村卫生室,村卫生室（所）,宜都市,11529,,2025.6
1473,枝江市顾家店镇青龙山村卫生室,村卫生室（所）,枝江市,10479,,2025.6
1474,枝江市马家店街道办事处中桥村卫生室,村卫生室（所）,枝江市,17562,,2025.6
1475,枝江市问安镇双湖村卫生室,村卫生室（所）,枝江市,6907,,2025.6
1476,枝江市仙女镇桃店村卫生室,村卫生室（所）,枝江市,4201,,2025.6
1477,枝江市七星台镇李家岗村卫生室,村卫生室（所）,枝江市,13974,,2025.6
1478,枝江市董市镇洪治村卫生室,村卫生室（所）,枝江市,16964,,2025.6
1479,枝江市顾家店镇蔡家溪村卫生室,村卫生室（所）,枝江市,9104,,2025.6
1480,枝江市百里洲镇宝月寺村卫生室,村卫生室（所）,枝江市,4570,,2025.6
1481,枝江市百里洲镇刘巷村卫生室,村卫生室（所）,枝江市,2186,,2025.6
1482,枝江市仙女镇高峰桥村卫生室,村卫生室（所）,枝江市,9055,,2025.6
1483,枝江市百里洲镇来兴村卫生室,村卫生室（所）,枝江市,3227,,2025.6
1484,枝江市顾家店镇人和垸村卫生室,村卫生室（所）,枝江市,9772,,2025.6
1485,枝江市问安镇万水桥村卫生室,村卫生室（所）,枝江市,8051,,2025.6
1486,枝江市问安镇方家畈村卫生室,村卫生室（所）,枝江市,5361,,2025.6
1487,枝江市马家店街道办事处赵家河村卫生室,村卫生室（所）,枝江市,5665,,2025.6
1488,枝江市仙女镇周场村卫生室,村卫生室（所）,枝江市,9997,,2025.6
1489,枝江市问安镇四岗村卫生室,村卫生室（所）,枝江市,4880,,2025.6
1490,枝江市问安镇凤台村卫生室,村卫生室（所）,枝江市,4803,,2025.6
1491,枝江市仙女镇覃家坡村卫生室,村卫生室（所）,枝江市,3795,,2025.6
1492,枝江市安福寺镇书院坝村卫生室,村卫生室（所）,枝江市,3741,,2025.6
1493,枝江市马家店街道办事处永收垸村卫生室,村卫生室（所）,枝江市,8823,,2025.6
1494,枝江市问安镇双合村卫生室,村卫生室（所）,枝江市,5469,,2025.6
1495,枝江市问安镇朱家湾村卫生室,村卫生室（所）,枝江市,5282,,2025.6
1496,枝江市安福寺镇火山口村卫生室,村卫生室（所）,枝江市,2803,,2025.6
1497,董市镇曹店村卫生室,村卫生室（所）,枝江市,6122,,2025.6
1498,枝江市董市镇双湖村卫生室,村卫生室（所）,枝江市,4825,,2025.6
1499,枝江市问安镇龚桥村卫生室,村卫生室（所）,枝江市,7734,,2025.6
1500,枝江市问安镇万店村卫生室,村卫生室（所）,枝江市,5385,,2025.6
1501,枝江市仙女镇施店村卫生室,村卫生室（所）,枝江市,1416,,2025.6
1502,枝江市仙女镇五通庙村卫生室,村卫生室（所）,枝江市,3552,,2025.6
1503,枝江市问安镇十里店村卫生室,村卫生室（所）,枝江市,7349,,2025.6
1504,枝江市安福寺镇胡家嘴村卫生室,村卫生室（所）,枝江市,1681,,2025.6
1505,枝江市问安镇龙泉堂村卫生室,村卫生室（所）,枝江市,6799,,2025.6
1506,枝江市安福寺镇徐家嘴村卫生室,村卫生室（所）,枝江市,3476,,2025.6
1507,枝江市七星台镇石套子村卫生室,村卫生室（所）,枝江市,8308,,2025.6
1508,枝江市七星台镇肖家山村卫生室,村卫生室（所）,枝江市,7455,,2025.6
1509,枝江市董市镇石匠店村卫生室,村卫生室（所）,枝江市,5817,,2025.6
1510,枝江市董市镇石坪村卫生室,村卫生室（所）,枝江市,9067,,2025.6
1511,枝江市董市镇周湖村卫生室,村卫生室（所）,枝江市,17105,,2025.6
1512,枝江市仙女镇仙女村卫生室,村卫生室（所）,枝江市,10467,,2025.6
1513,枝江市七星台镇马羊洲村卫生室,村卫生室（所）,枝江市,6645,,2025.6
1514,枝江市七星台镇鲜家港村卫生室,村卫生室（所）,枝江市,7442,,2025.6
1515,枝江市七星台镇张家场村卫生室,村卫生室（所）,枝江市,7794,,2025.6
1516,枝江市仙女镇张家湾村卫生室,村卫生室（所）,枝江市,2980,,2025.6
1517,枝江市董市镇裴圣村卫生室,村卫生室（所）,枝江市,7508,,2025.6
1518,枝江市仙女镇桃花垱村卫生室,村卫生室（所）,枝江市,1441,,2025.6
1519,枝江市仙女镇九龙村卫生室,村卫生室（所）,枝江市,3937,,2025.6
1520,枝江市安福寺镇三藏寺村卫生室,村卫生室（所）,枝江市,4345,,2025.6
1521,枝江市安福寺镇吴家门村卫生室,村卫生室（所）,枝江市,2217,,2025.6
1522,枝江市安福寺镇野鸭湾村卫生室,村卫生室（所）,枝江市,2742,,2025.6
1523,枝江市安福寺镇廖家林村卫生室,村卫生室（所）,枝江市,3998,,2025.6
1524,枝江市安福寺镇灵芝山村卫生室,村卫生室（所）,枝江市,3695,,2025.6
1525,枝江市安福寺镇紫荆岭村卫生室,村卫生室（所）,枝江市,4655,,2025.6
1526,枝江市七星台镇陈家港村卫生室,村卫生室（所）,枝江市,8891,,2025.6
1527,枝江市董市镇桂花村卫生室,村卫生室（所）,枝江市,4920,,2025.6
1528,枝江市安福寺镇金狮湖村卫生室,村卫生室（所）,枝江市,2713,,2025.6
1529,枝江市问安镇杨山村卫生室,村卫生室（所）,枝江市,7796,,2025.6
1530,枝江市问安镇官垱村卫生室,村卫生室（所）,枝江市,4809,,2025.6
1531,枝江市问安镇袁码头村卫生室,村卫生室（所）,枝江市,5789,,2025.6
1532,枝江市问安镇同心桥村卫生室,村卫生室（所）,枝江市,6150,,2025.6
1533,枝江市七星台镇董家湾村卫生室,村卫生室（所）,枝江市,9174,,2025.6
1534,枝江市七星台镇孙家港村卫生室,村卫生室（所）,枝江市,5628,,2025.6
1535,枝江市问安镇昙华寺村卫生室,村卫生室（所）,枝江市,5714,,2025.6
1536,枝江市董市镇黄金村卫生室,村卫生室（所）,枝江市,8178,,2025.6
1537,枝江市董市镇平湖村卫生室,村卫生室（所）,枝江市,8049,,2025.6
1538,枝江市董市镇石宝山村卫生室,村卫生室（所）,枝江市,4573,,2025.6
1539,枝江市仙女镇鲁港村卫生室,村卫生室（所）,枝江市,1355,,2025.6
1540,枝江市百里洲镇三桥村卫生室,村卫生室（所）,枝江市,1956,,2025.6
1541,枝江市安福寺镇横溪河村卫生室,村卫生室（所）,枝江市,5642,,2025.6
1542,枝江市顾家店镇马蹄垱村卫生室,村卫生室（所）,枝江市,7369,,2025.6
1543,枝江市顾家店镇清水溪村卫生室,村卫生室（所）,枝江市,5626,,2025.6
1544,枝江市顾家店镇同济院村卫生室,村卫生室（所）,枝江市,7481,,2025.6
1545,枝江市七星台镇兴隆山村卫生室,村卫生室（所）,枝江市,7207,,2025.6
1546,枝江市七星台镇鸭子口村卫生室,村卫生室（所）,枝江市,9631,,2025.6
1547,枝江市董市镇草台村卫生室,村卫生室（所）,枝江市,6731,,2025.6
1548,枝江市仙女镇青狮村卫生室,村卫生室（所）,枝江市,6428,,2025.6
1549,枝江市安福寺镇七里冲村卫生室,村卫生室（所）,枝江市,3962,,2025.6
1550,枝江市七星台镇沈家店村卫生室,村卫生室（所）,枝江市,5019,,2025.6
1551,枝江市马家店街道办事处滕家河村卫生室,村卫生室（所）,枝江市,8832,,2025.6
1552,枝江市董市镇甘林寺卫生室,村卫生室（所）,枝江市,1990,,2025.6
1553,枝江市仙女镇横店村卫生室,村卫生室（所）,枝江市,563,,2025.6
1554,枝江市问安镇龚家坪村卫生室,村卫生室（所）,枝江市,5944,,2025.6
1555,枝江市问安镇关庙山村卫生室,村卫生室（所）,枝江市,7956,,2025.6
1556,枝江市安福寺镇上柏坪村卫生室,村卫生室（所）,枝江市,4673,,2025.6
1557,枝江市顾家店镇罗家河村卫生室,村卫生室（所）,枝江市,7646,,2025.6
1558,枝江市董市镇高峡新村社区居委会卫生室,村卫生室（所）,枝江市,7264,,2025.6
1559,枝江市董市镇金盆山卫生室,村卫生室（所）,枝江市,5599,,2025.6
1560,枝江市董市镇五岭村卫生室,村卫生室（所）,枝江市,4478,,2025.6
1561,枝江市董市镇新周场村卫生室,村卫生室（所）,枝江市,16211,,2025.6
1562,枝江市仙女镇余家冲村卫生室,村卫生室（所）,枝江市,6327,,2025.6
1563,枝江市安福寺镇罐头嘴村卫生室,村卫生室（所）,枝江市,2151,,2025.6
1564,枝江市安福寺镇江家坡村卫生室,村卫生室（所）,枝江市,2789,,2025.6
1565,枝江市顾家店镇沙碛坪村卫生室,村卫生室（所）,枝江市,9698,,2025.6
1566,枝江市顾家店镇熊家棚村卫生室,村卫生室（所）,枝江市,5927,,2025.6
1567,枝江市七星台镇新场村卫生室,村卫生室（所）,枝江市,5925,,2025.6
1568,枝江市七星台镇江会寺村卫生室,村卫生室（所）,枝江市,7884,,2025.6
1569,枝江市七星台镇杨林湖村卫生室,村卫生室（所）,枝江市,7488,,2025.6
1570,枝江市仙女镇施岗村卫生室,村卫生室（所）,枝江市,2067,,2025.6
1571,枝江市仙女镇屈店村卫生室,村卫生室（所）,枝江市,1393,,2025.6
1572,枝江市七星台镇东林村卫生室,村卫生室（所）,枝江市,4070,,2025.6
1573,枝江市顾家店镇岩子河村卫生室,村卫生室（所）,枝江市,6725,,2025.6
1574,枝江市马家店街道办事处白家岗村卫生室,村卫生室（所）,枝江市,8504,,2025.6
1575,枝江市仙女镇赵家冲村卫生室,村卫生室（所）,枝江市,2570,,2025.6
1576,枝江市仙女镇烟墩包村卫生室,村卫生室（所）,枝江市,7596,,2025.6
1577,枝江市安福寺镇刘家冲村卫生室,村卫生室（所）,枝江市,5762,,2025.6
1578,枝江市安福寺镇秦家榜村卫生室,村卫生室（所）,枝江市,3210,,2025.6
1579,枝江市安福寺镇邹家冲村卫生室,村卫生室（所）,枝江市,5949,,2025.6
1580,枝江市马家店街道办事处宝筏寺村卫生室,村卫生室（所）,枝江市,9518,,2025.6
1581,枝江市董市镇高石岗村卫生室,村卫生室（所）,枝江市,7669,,2025.6
1582,枝江市仙女镇金山村卫生室,村卫生室（所）,枝江市,2220,,2025.6
1583,枝江市仙女镇向巷村卫生室,村卫生室（所）,枝江市,2006,,2025.6
1584,枝江市董市镇笋子沟村卫生室,村卫生室（所）,枝江市,6610,,2025.6
1585,枝江市仙女镇石岭村卫生室,村卫生室（所）,枝江市,8994,,2025.6
1586,枝江市顾家店镇白鹤冲村卫生室,村卫生室（所）,枝江市,14939,,2025.6
1587,枝江市顾家店镇高殿寺村卫生室,村卫生室（所）,枝江市,8642,,2025.6
1588,枝江市顾家店镇长岭岗村卫生室,村卫生室（所）,枝江市,8061,,2025.6
1589,枝江市仙女镇金湖村卫生室,村卫生室（所）,枝江市,1592,,2025.6
1590,枝江市董市镇马家冲村卫生室,村卫生室（所）,枝江市,2098,,2025.6
1591,枝江市董市镇石港桥村卫生室,村卫生室（所）,枝江市,5798,,2025.6
1592,枝江市问安镇代家店村卫生室,村卫生室（所）,枝江市,6097,,2025.6
1593,枝江市安福寺镇丰山岗村卫生室,村卫生室（所）,枝江市,3940,,2025.6
1594,枝江市七星台镇赵楼子村卫生室,村卫生室（所）,枝江市,8501,,2025.6
1595,枝江市七星台镇大埠街村卫生室,村卫生室（所）,枝江市,9490,,2025.6
1596,枝江市安福寺镇胡家畈村卫生室,村卫生室（所）,枝江市,4012,,2025.6
1597,枝江市安福寺镇杨家店村卫生室,村卫生室（所）,枝江市,3205,,2025.6
1598,枝江市董市镇福星村卫生室,村卫生室（所）,枝江市,5837,,2025.6
1599,枝江市董市镇金龙村卫生室,村卫生室（所）,枝江市,8591,,2025.6
1600,枝江市董市镇两美垸村卫生室,村卫生室（所）,枝江市,972,,2025.6
1601,枝江市董市镇泰洲村卫生室,村卫生室（所）,枝江市,13938,,2025.6
1602,枝江市七星台镇三王庙村卫生室,村卫生室（所）,枝江市,5262,,2025.6
1603,枝江市七星台镇王家店村卫生室,村卫生室（所）,枝江市,7092,,2025.6
1604,枝江市顾家店镇石半坡村卫生室,村卫生室（所）,枝江市,6923,,2025.6
1605,枝江市安福寺镇蔡家嘴村卫生室,村卫生室（所）,枝江市,3277,,2025.6
1606,枝江市问安镇张家桥村卫生室,村卫生室（所）,枝江市,7122,,2025.6
1607,枝江市问安镇革新村卫生室,村卫生室（所）,枝江市,4078,,2025.6
1608,枝江市问安镇郑家井村卫生室,村卫生室（所）,枝江市,8001,,2025.6
1609,枝江市问安镇覃家山村卫生室,村卫生室（所）,枝江市,5516,,2025.6
1610,枝江市安福寺镇桑树河村卫生室,村卫生室（所）,枝江市,5387,,2025.6
1611,枝江市七星台镇肖家桥村卫生室,村卫生室（所）,枝江市,9243,,2025.6
1612,枝江市百里洲镇朱家嘴村卫生室,村卫生室（所）,枝江市,3483,,2025.6
1613,枝江市百里洲镇傅家渡村卫生室,村卫生室（所）,枝江市,6183,,2025.6
1614,枝江市百里洲镇坝洲村卫生室,村卫生室（所）,枝江市,6674,,2025.6
1615,枝江市百里洲镇联丰村卫生室,村卫生室（所）,枝江市,3192,,2025.6
1616,枝江市百里洲镇芦花村卫生室,村卫生室（所）,枝江市,3436,,2025.6
1617,枝江市百里洲镇凤梁村卫生室,村卫生室（所）,枝江市,2914,,2025.6
1618,枝江市百里洲镇八角亭村卫生室,村卫生室（所）,枝江市,3576,,2025.6
1619,枝江市百里洲镇路飞霄村卫生室,村卫生室（所）,枝江市,4528,,2025.6
1620,枝江市百里洲镇滨湖村卫生室,村卫生室（所）,枝江市,5115,,2025.6
1621,枝江市安福寺镇柏杨冲村卫生室,村卫生室（所）,枝江市,4459,,2025.6
1622,枝江巿百里洲镇杨家庵村卫生室,村卫生室（所）,枝江市,7401,,2025.6
1623,枝江市百里洲镇冯口村卫生室,村卫生室（所）,枝江市,2316,,2025.6
1624,枝江市百里洲镇戴家渡村卫生室,村卫生室（所）,枝江市,5094,,2025.6
1625,枝江市百里洲镇罗家桥村卫生室,村卫生室（所）,枝江市,2942,,2025.6
1626,枝江市百里洲镇三洲村卫生室,村卫生室（所）,枝江市,4612,,2025.6
1627,枝江市百里洲镇神龙潭村卫生室,村卫生室（所）,枝江市,2276,,2025.6
1628,枝江市百里洲镇双兴村卫生室,村卫生室（所）,枝江市,3480,,2025.6
1629,枝江市百里洲镇万太村卫生室,村卫生室（所）,枝江市,1320,,2025.6
1630,枝江市百里洲镇新和村卫生室,村卫生室（所）,枝江市,1000,,2025.6
1631,枝江市百里洲镇新闸村卫生室,村卫生室（所）,枝江市,3504,,2025.6
1632,枝江市百里洲镇互助村卫生室,村卫生室（所）,枝江市,2787,,2025.6
1633,枝江市百里洲镇白马寺村卫生室,村卫生室（所）,枝江市,3947,,2025.6
1634,枝江市百里洲镇葵兴村卫生室,村卫生室（所）,枝江市,2806,,2025.6
1635,枝江市百里洲镇沿江村卫生室,村卫生室（所）,枝江市,3763,,2025.6
1636,枝江市百里洲镇和爱村卫生室,村卫生室（所）,枝江市,3178,,2025.6
1637,枝江市百里洲镇曹家河村卫生室,村卫生室（所）,枝江市,3972,,2025.6
1638,枝江市百里洲镇阮家桥村卫生室,村卫生室（所）,枝江市,6272,,2025.6
1639,枝江市百里洲镇八亩滩村卫生室,村卫生室（所）,枝江市,4343,,2025.6
1640,枝江市百里洲镇军民村卫生室,村卫生室（所）,枝江市,4340,,2025.6
1641,枝江市百里洲镇李家坑村卫生室,村卫生室（所）,枝江市,2489,,2025.6
1642,枝江市百里洲镇杨家河村卫生室,村卫生室（所）,枝江市,7637,,2025.6
1643,枝江市百里洲镇指南村卫生室,村卫生室（所）,枝江市,2183,,2025.6
1644,枝江市百里洲镇陈家尾村卫生室,村卫生室（所）,枝江市,4248,,2025.6
1645,枝江市百里洲镇合心村卫生室,村卫生室（所）,枝江市,2868,,2025.6
1646,枝江市百里洲镇羊子庙村卫生室,村卫生室（所）,枝江市,4003,,2025.6
1647,枝江市百里洲镇闸口村卫生室,村卫生室（所）,枝江市,2094,,2025.6
1648,枝江市百里洲镇建民村卫生室,村卫生室（所）,枝江市,2421,,2025.6
1649,枝江市百里洲镇精华村卫生室,村卫生室（所）,枝江市,3516,,2025.6
1650,当阳市玉阳办事处望城村卫生室,村卫生室（所）,当阳市,13167,,2025.6
1651,当阳市玉阳办事处庆丰岗村卫生室,村卫生室（所）,当阳市,9105,,2025.6
1652,当阳市河溶镇红日村卫生室,村卫生室（所）,当阳市,11110,,2025.6
1653,当阳市草埠湖农场镇南村卫生室,村卫生室（所）,当阳市,7710,,2025.6
1654,当阳市河溶镇观基寺村卫生室,村卫生室（所）,当阳市,11512,,2025.6
1655,当阳市坝陵办事处童台村卫生室,村卫生室（所）,当阳市,11263,,2025.6
1656,当阳市两河镇民主村卫生室,村卫生室（所）,当阳市,11070,,2025.6
1657,当阳市玉阳办事处白龙村卫生室,村卫生室（所）,当阳市,12275,,2025.6
1658,当阳市玉阳办事处窑湾村卫生室,村卫生室（所）,当阳市,8889,,2025.6
1659,当阳市玉阳办事处三里港村卫生室,村卫生室（所）,当阳市,17053,,2025.6
1660,当阳市半月镇燎原村卫生室,村卫生室（所）,当阳市,9980,,2025.6
1661,当阳市玉阳办事处和平村卫生室,村卫生室（所）,当阳市,18445,,2025.6
1662,当阳市半月镇罗店村卫生室,村卫生室（所）,当阳市,9606,,2025.6
1663,当阳市庙前镇普济寺村卫生室,村卫生室（所）,当阳市,7545,,2025.6
1664,当阳市坝陵办事处何畈村卫生室,村卫生室（所）,当阳市,12095,,2025.6
1665,当阳市庙前镇沙河村卫生室,村卫生室（所）,当阳市,9576,,2025.6
1666,当阳市河溶镇红明村卫生室,村卫生室（所）,当阳市,10230,,2025.6
1667,当阳市半月镇红光村卫生室,村卫生室（所）,当阳市,8775,,2025.6
1668,当阳市草埠湖农场楚湖村卫生室,村卫生室（所）,当阳市,5446,,2025.6
1669,当阳市庙前镇鞍山村卫生室,村卫生室（所）,当阳市,8610,,2025.6
1670,当阳市王店镇史店村卫生室,村卫生室（所）,当阳市,17436,,2025.6
1671,当阳市庙前镇桐树桠村卫生室,村卫生室（所）,当阳市,10895,,2025.6
1672,当阳市两河镇赵闸村卫生室,村卫生室（所）,当阳市,11640,,2025.6
1673,当阳市两河镇孙场村卫生室,村卫生室（所）,当阳市,14051,,2025.6
1674,当阳市庙前镇旭光村卫生室,村卫生室（所）,当阳市,10453,,2025.6
1675,当阳市河溶镇前英村卫生室,村卫生室（所）,当阳市,10565,,2025.6
1676,当阳市坝陵办事处木林村卫生室,村卫生室（所）,当阳市,10757,,2025.6
1677,当阳市坝陵办事处国河村卫生室,村卫生室（所）,当阳市,10395,,2025.6
1678,当阳市玉泉办事处玉泉村卫生室,村卫生室（所）,当阳市,10257,,2025.6
1679,当阳市坝陵办事处荣耀村卫生室,村卫生室（所）,当阳市,11817,,2025.6
1680,当阳市河溶镇建国村卫生室,村卫生室（所）,当阳市,12603,,2025.6
1681,当阳市河溶镇官垱村卫生室,村卫生室（所）,当阳市,13274,,2025.6
1682,当阳市庙前镇烟集村卫生室,村卫生室（所）,当阳市,7983,,2025.6
1683,当阳市河溶镇前合村卫生室,村卫生室（所）,当阳市,11241,,2025.6
1684,当阳市河溶镇赵湖村卫生室,村卫生室（所）,当阳市,10575,,2025.6
1685,当阳市两河镇新星村卫生室,村卫生室（所）,当阳市,10604,,2025.6
1686,当阳市玉泉办事处关陵庙村卫生室,村卫生室（所）,当阳市,12597,,2025.6
1687,当阳市庙前镇井岗村卫生室,村卫生室（所）,当阳市,10012,,2025.6
1688,当阳市庙前镇李湾村卫生室,村卫生室（所）,当阳市,10165,,2025.6
1689,当阳市玉阳办事处金塔村卫生室,村卫生室（所）,当阳市,12144,,2025.6
1690,当阳市育溪镇春新村卫生室,村卫生室（所）,当阳市,16404,,2025.6
1691,当阳市庙前镇清坪河村卫生室,村卫生室（所）,当阳市,10555,,2025.6
1692,当阳市育溪镇林河村卫生室,村卫生室（所）,当阳市,13235,,2025.6
1693,当阳市育溪镇中山村卫生室,村卫生室（所）,当阳市,9523,,2025.6
1694,当阳市王店镇熊河村卫生室,村卫生室（所）,当阳市,14224,,2025.6
1695,当阳市两河镇麦城村卫生室,村卫生室（所）,当阳市,9723,,2025.6
1696,当阳市玉泉办事处穿心村卫生室,村卫生室（所）,当阳市,12874,,2025.6
1697,当阳市坝陵办事处群华村卫生室,村卫生室（所）,当阳市,11591,,2025.6
1698,当阳市庙前镇庙前村卫生室,村卫生室（所）,当阳市,8906,,2025.6
1699,当阳市玉泉办事处干河村卫生室,村卫生室（所）,当阳市,12465,,2025.6
1700,当阳市育溪镇绿林山村卫生室,村卫生室（所）,当阳市,14257,,2025.6
1701,当阳市育溪镇刘河村卫生室,村卫生室（所）,当阳市,15022,,2025.6
1702,当阳市玉阳办事处坳口村卫生室,村卫生室（所）,当阳市,12960,,2025.6
1703,当阳市两河镇友谊村卫生室,村卫生室（所）,当阳市,13240,,2025.6
1704,当阳市两河镇双龙村卫生室,村卫生室（所）,当阳市,13726,,2025.6
1705,当阳市育溪镇洪锦村卫生室,村卫生室（所）,当阳市,9301,,2025.6
1706,当阳市两河镇富里寺村卫生室,村卫生室（所）,当阳市,12508,,2025.6
1707,当阳市草埠湖农场楚城村卫生室,村卫生室（所）,当阳市,7417,,2025.6
1708,当阳市河溶镇星火村卫生室,村卫生室（所）,当阳市,12072,,2025.6
1709,当阳市庙前镇石马村卫生室,村卫生室（所）,当阳市,10285,,2025.6
1710,当阳市玉泉办事处清溪村卫生室,村卫生室（所）,当阳市,8737,,2025.6
1711,当阳市育溪镇胜利村卫生室,村卫生室（所）,当阳市,16593,,2025.6
